Results Table 1
,Sample,E-modulus,Tensile stress at Yield (Offset 0.2 %),Maximum Tensile stress,Tensile stress at Break (Standard),% Elongation at break at Non-proportional elongation (Standard),% Elongation at tensile strength at Non-proportional elongation (Standard),Strain hardening exponent at N Value,Area under curve total,Area under curve at tensile stress at yield
,,(GPa),(MPa),(MPa),(MPa),(%),(%),,(N-mm/mm^3),(N-mm/mm^3)
1,"Aço 1055","110.351","588.719","939.877","650.677","14.34","10.02","0.201","-----","-----"
1,Time,Displacement,Force,Tensile strain (Strain 2),Tensile stress
,(s),(mm),(kN),(mm/mm),(MPa)
"","32.5340","1.89616","12.68892","0.00486","534.08392"
"","32.5440","1.89676","12.69181","0.00487","534.20551"
"","32.5540","1.89730","12.69458","0.00487","534.32220"
"","32.5640","1.89790","12.69710","0.00487","534.42828"
"","32.5760","1.89856","12.69990","0.00487","534.54596"
"","32.5880","1.89927","12.70258","0.00488","534.65857"
"","32.6020","1.90011","12.70541","0.00488","534.77783"
"","32.6140","1.90083","12.70834","0.00488","534.90118"
"","32.6240","1.90143","12.71123","0.00489","535.02271"
"","32.6340","1.90202","12.71414","0.00489","535.14526"
"","32.6440","1.90268","12.71686","0.00489","535.25970"
"","32.6540","1.90334","12.72000","0.00489","535.39191"
"","32.6620","1.90382","12.72270","0.00490","535.50555"
"","32.6700","1.90430","12.72544","0.00490","535.62115"
"","32.6780","1.90483","12.72815","0.00490","535.73499"
"","32.6880","1.90543","12.73114","0.00490","535.86090"
"","32.6980","1.90603","12.73370","0.00490","535.96844"
"","32.7080","1.90657","12.73621","0.00491","536.07446"
"","32.7200","1.90728","12.73895","0.00491","536.18970"
"","32.7320","1.90800","12.74187","0.00492","536.31238"
"","32.7440","1.90872","12.74475","0.00492","536.43372"
"","32.7560","1.90944","12.74735","0.00492","536.54333"
"","32.7680","1.91015","12.75027","0.00492","536.66608"
"","32.7780","1.91075","12.75304","0.00492","536.78271"
"","32.7880","1.91135","12.75567","0.00493","536.89319"
"","32.8000","1.91207","12.75850","0.00493","537.01251"
"","32.8100","1.91267","12.76111","0.00493","537.12225"
"","32.8200","1.91332","12.76406","0.00494","537.24646"
"","32.8300","1.91398","12.76698","0.00494","537.36945"
"","32.8400","1.91458","12.76965","0.00494","537.48187"
"","32.8500","1.91518","12.77237","0.00494","537.59625"
"","32.8600","1.91577","12.77524","0.00495","537.71716"
"","32.8700","1.91637","12.77786","0.00495","537.82727"
"","32.8800","1.91691","12.78061","0.00495","537.94318"
"","32.8900","1.91751","12.78314","0.00495","538.04968"
"","32.9020","1.91823","12.78573","0.00496","538.15857"
"","32.9140","1.91894","12.78823","0.00496","538.26398"
"","32.9260","1.91960","12.79104","0.00496","538.38226"
"","32.9360","1.92020","12.79359","0.00497","538.48932"
"","32.9480","1.92092","12.79654","0.00497","538.61346"
"","32.9600","1.92163","12.79934","0.00497","538.73151"
"","32.9700","1.92223","12.80198","0.00498","538.84277"
"","32.9800","1.92283","12.80492","0.00498","538.96619"
"","32.9900","1.92343","12.80777","0.00498","539.08636"
"","33.0000","1.92403","12.81055","0.00499","539.20331"
"","33.0100","1.92468","12.81367","0.00499","539.33478"
"","33.0180","1.92516","12.81632","0.00499","539.44617"
"","33.0260","1.92570","12.81889","0.00499","539.55420"
"","33.0360","1.92630","12.82187","0.00500","539.67957"
"","33.0460","1.92690","12.82453","0.00500","539.79163"
"","33.0560","1.92743","12.82708","0.00500","539.89893"
"","33.0660","1.92809","12.82965","0.00500","540.00714"
"","33.0780","1.92875","12.83266","0.00501","540.13391"
"","33.0900","1.92947","12.83565","0.00501","540.25964"
"","33.1000","1.93006","12.83822","0.00501","540.36792"
"","33.1100","1.93072","12.84084","0.00501","540.47821"
"","33.1220","1.93138","12.84359","0.00502","540.59412"
"","33.1340","1.93210","12.84654","0.00502","540.71796"
"","33.1440","1.93276","12.84904","0.00502","540.82355"
"","33.1560","1.93347","12.85187","0.00503","540.94250"
"","33.1660","1.93407","12.85470","0.00503","541.06140"
"","33.1760","1.93473","12.85771","0.00503","541.18829"
"","33.1840","1.93521","12.86040","0.00503","541.30145"
"","33.1940","1.93586","12.86348","0.00504","541.43109"
"","33.2040","1.93646","12.86642","0.00504","541.55481"
"","33.2140","1.93712","12.86922","0.00504","541.67273"
"","33.2240","1.93766","12.87195","0.00505","541.78760"
"","33.2340","1.93826","12.87454","0.00505","541.89648"
"","33.2460","1.93897","12.87731","0.00505","542.01331"
"","33.2580","1.93969","12.88004","0.00505","542.12836"
"","33.2700","1.94035","12.88256","0.00505","542.23438"
"","33.2840","1.94119","12.88524","0.00506","542.34698"
"","33.3000","1.94208","12.88812","0.00506","542.46808"
"","33.3120","1.94280","12.89070","0.00507","542.57678"
"","33.3240","1.94346","12.89349","0.00507","542.69427"
"","33.3360","1.94423","12.89642","0.00507","542.81781"
"","33.3460","1.94483","12.89925","0.00508","542.93677"
"","33.3560","1.94543","12.90223","0.00508","543.06232"
"","33.3640","1.94597","12.90480","0.00508","543.17023"
"","33.3720","1.94645","12.90738","0.00508","543.27911"
"","33.3800","1.94693","12.90994","0.00509","543.38647"
"","33.3900","1.94752","12.91292","0.00509","543.51221"
"","33.4020","1.94824","12.91577","0.00509","543.63220"
"","33.4120","1.94884","12.91845","0.00509","543.74481"
"","33.4220","1.94938","12.92147","0.00510","543.87207"
"","33.4320","1.95003","12.92433","0.00510","543.99219"
"","33.4440","1.95075","12.92732","0.00510","544.11810"
"","33.4560","1.95141","12.93009","0.00510","544.23486"
"","33.4700","1.95225","12.93296","0.00511","544.35559"
"","33.4840","1.95308","12.93575","0.00511","544.47314"
"","33.4960","1.95380","12.93849","0.00512","544.58844"
"","33.5060","1.95440","12.94108","0.00512","544.69757"
"","33.5160","1.95500","12.94394","0.00512","544.81763"
"","33.5260","1.95559","12.94648","0.00512","544.92474"
"","33.5360","1.95625","12.94902","0.00512","545.03137"
"","33.5460","1.95685","12.95184","0.00513","545.15033"
"","33.5560","1.95745","12.95464","0.00513","545.26813"
"","33.5660","1.95805","12.95765","0.00513","545.39496"
"","33.5760","1.95870","12.96057","0.00514","545.51788"
"","33.5860","1.95924","12.96322","0.00514","545.62915"
"","33.5960","1.95984","12.96574","0.00515","545.73511"
"","33.6080","1.96056","12.96865","0.00515","545.85760"
"","33.6220","1.96133","12.97150","0.00515","545.97778"
"","33.6340","1.96205","12.97402","0.00515","546.08398"
"","33.6460","1.96277","12.97662","0.00516","546.19342"
"","33.6580","1.96349","12.97955","0.00516","546.31665"
"","33.6700","1.96420","12.98222","0.00516","546.42908"
"","33.6800","1.96480","12.98473","0.00516","546.53455"
"","33.6920","1.96552","12.98768","0.00517","546.65881"
"","33.7020","1.96618","12.99019","0.00517","546.76447"
"","33.7120","1.96678","12.99274","0.00518","546.87177"
"","33.7220","1.96737","12.99571","0.00518","546.99677"
"","33.7320","1.96797","12.99874","0.00518","547.12445"
"","33.7420","1.96857","13.00162","0.00518","547.24548"
"","33.7520","1.96911","13.00441","0.00519","547.36310"
"","33.7620","1.96970","13.00695","0.00519","547.47003"
"","33.7740","1.97042","13.00964","0.00519","547.58295"
"","33.7860","1.97114","13.01226","0.00520","547.69360"
"","33.8000","1.97192","13.01516","0.00520","547.81543"
"","33.8100","1.97257","13.01769","0.00520","547.92206"
"","33.8200","1.97311","13.02037","0.00520","548.03479"
"","33.8300","1.97377","13.02299","0.00521","548.14502"
"","33.8420","1.97449","13.02579","0.00521","548.26306"
"","33.8540","1.97521","13.02865","0.00521","548.38336"
"","33.8640","1.97586","13.03142","0.00522","548.49982"
"","33.8740","1.97646","13.03419","0.00522","548.61646"
"","33.8840","1.97712","13.03678","0.00522","548.72559"
"","33.8940","1.97772","13.03979","0.00523","548.85193"
"","33.9020","1.97820","13.04232","0.00523","548.95850"
"","33.9100","1.97867","13.04484","0.00523","549.06488"
"","33.9180","1.97921","13.04740","0.00523","549.17224"
"","33.9260","1.97969","13.04992","0.00524","549.27863"
"","33.9360","1.98023","13.05291","0.00524","549.40424"
"","33.9480","1.98095","13.05561","0.00524","549.51788"
"","33.9620","1.98184","13.05853","0.00524","549.64087"
"","33.9740","1.98250","13.06140","0.00525","549.76178"
"","33.9860","1.98322","13.06421","0.00525","549.87988"
"","33.9980","1.98399","13.06675","0.00525","549.98712"
"","34.0100","1.98471","13.06939","0.00526","550.09814"
"","34.0220","1.98543","13.07224","0.00526","550.21814"
"","34.0340","1.98615","13.07517","0.00526","550.34125"
"","34.0460","1.98686","13.07793","0.00527","550.45758"
"","34.0580","1.98764","13.08082","0.00527","550.57898"
"","34.0680","1.98824","13.08362","0.00528","550.69696"
"","34.0780","1.98884","13.08634","0.00528","550.81165"
"","34.0900","1.98956","13.08893","0.00528","550.92059"
"","34.1040","1.99033","13.09173","0.00529","551.03815"
"","34.1180","1.99117","13.09427","0.00529","551.14539"
"","34.1300","1.99183","13.09685","0.00529","551.25378"
"","34.1420","1.99254","13.09957","0.00530","551.36816"
"","34.1540","1.99326","13.10256","0.00530","551.49426"
"","34.1660","1.99398","13.10548","0.00530","551.61688"
"","34.1760","1.99458","13.10805","0.00530","551.72528"
"","34.1860","1.99518","13.11078","0.00531","551.84027"
"","34.1960","1.99577","13.11358","0.00531","551.95782"
"","34.2060","1.99643","13.11630","0.00531","552.07251"
"","34.2160","1.99703","13.11893","0.00532","552.18335"
"","34.2260","1.99769","13.12179","0.00532","552.30359"
"","34.2360","1.99828","13.12490","0.00532","552.43433"
"","34.2460","1.99888","13.12800","0.00533","552.56476"
"","34.2560","1.99948","13.13091","0.00533","552.68732"
"","34.2660","2.00008","13.13361","0.00533","552.80103"
"","34.2780","2.00074","13.13634","0.00534","552.91614"
"","34.2940","2.00175","13.13892","0.00534","553.02478"
"","34.3080","2.00253","13.14168","0.00535","553.14093"
"","34.3200","2.00325","13.14445","0.00535","553.25732"
"","34.3320","2.00396","13.14709","0.00535","553.36829"
"","34.3440","2.00468","13.14989","0.00536","553.48627"
"","34.3560","2.00540","13.15282","0.00536","553.60956"
"","34.3680","2.00612","13.15541","0.00536","553.71851"
"","34.3780","2.00677","13.15800","0.00537","553.82764"
"","34.3880","2.00737","13.16059","0.00537","553.93665"
"","34.3980","2.00797","13.16322","0.00537","554.04736"
"","34.4080","2.00863","13.16595","0.00538","554.16235"
"","34.4180","2.00923","13.16864","0.00538","554.27551"
"","34.4280","2.00982","13.17148","0.00538","554.39508"
"","34.4380","2.01042","13.17402","0.00538","554.50189"
"","34.4480","2.01102","13.17658","0.00538","554.60950"
"","34.4600","2.01168","13.17955","0.00539","554.73486"
"","34.4740","2.01251","13.18228","0.00540","554.84967"
"","34.4920","2.01353","13.18501","0.00540","554.96454"
"","34.5060","2.01437","13.18753","0.00541","555.07056"
"","34.5180","2.01503","13.19014","0.00541","555.18054"
"","34.5300","2.01574","13.19295","0.00541","555.29883"
"","34.5420","2.01652","13.19580","0.00542","555.41858"
"","34.5520","2.01706","13.19847","0.00542","555.53101"
"","34.5620","2.01772","13.20129","0.00542","555.64996"
"","34.5720","2.01831","13.20413","0.00543","555.76935"
"","34.5820","2.01891","13.20689","0.00543","555.88538"
"","34.5920","2.01957","13.20995","0.00543","556.01422"
"","34.6020","2.02017","13.21300","0.00543","556.14276"
"","34.6120","2.02082","13.21577","0.00544","556.25909"
"","34.6220","2.02136","13.21855","0.00544","556.37616"
"","34.6320","2.02196","13.22127","0.00544","556.49054"
"","34.6420","2.02256","13.22384","0.00545","556.59906"
"","34.6520","2.02316","13.22643","0.00545","556.70801"
"","34.6660","2.02399","13.22933","0.00545","556.83014"
"","34.6780","2.02471","13.23188","0.00546","556.93750"
"","34.6920","2.02549","13.23464","0.00546","557.05359"
"","34.7080","2.02650","13.23739","0.00547","557.16907"
"","34.7200","2.02722","13.24004","0.00547","557.28064"
"","34.7320","2.02794","13.24304","0.00548","557.40723"
"","34.7420","2.02854","13.24559","0.00548","557.51434"
"","34.7520","2.02920","13.24818","0.00548","557.62335"
"","34.7620","2.02985","13.25114","0.00548","557.74786"
"","34.7700","2.03033","13.25368","0.00548","557.85486"
"","34.7780","2.03087","13.25638","0.00549","557.96838"
"","34.7860","2.03135","13.25891","0.00549","558.07513"
"","34.7940","2.03183","13.26145","0.00549","558.18201"
"","34.8040","2.03236","13.26436","0.00550","558.30426"
"","34.8160","2.03308","13.26726","0.00550","558.42639"
"","34.8300","2.03392","13.26992","0.00551","558.53821"
"","34.8460","2.03488","13.27269","0.00551","558.65515"
"","34.8620","2.03577","13.27543","0.00552","558.77051"
"","34.8760","2.03661","13.27829","0.00552","558.89093"
"","34.8880","2.03733","13.28086","0.00552","558.99890"
"","34.9000","2.03804","13.28368","0.00553","559.11755"
"","34.9120","2.03876","13.28646","0.00553","559.23468"
"","34.9240","2.03948","13.28916","0.00554","559.34833"
"","34.9360","2.04026","13.29220","0.00554","559.47607"
"","34.9440","2.04073","13.29482","0.00554","559.58661"
"","34.9520","2.04121","13.29745","0.00554","559.69733"
"","34.9620","2.04181","13.30039","0.00554","559.82098"
"","34.9720","2.04235","13.30295","0.00555","559.92865"
"","34.9840","2.04307","13.30561","0.00555","560.04065"
"","34.9960","2.04378","13.30812","0.00556","560.14642"
"","35.0080","2.04450","13.31090","0.00556","560.26331"
"","35.0200","2.04516","13.31367","0.00557","560.37994"
"","35.0340","2.04606","13.31656","0.00557","560.50134"
"","35.0460","2.04671","13.31911","0.00557","560.60876"
"","35.0580","2.04743","13.32207","0.00558","560.73328"
"","35.0700","2.04821","13.32488","0.00558","560.85168"
"","35.0820","2.04893","13.32748","0.00558","560.96118"
"","35.0940","2.04970","13.33039","0.00559","561.08374"
"","35.1040","2.05036","13.33324","0.00559","561.20349"
"","35.1140","2.05096","13.33609","0.00560","561.32355"
"","35.1240","2.05162","13.33908","0.00560","561.44922"
"","35.1340","2.05221","13.34209","0.00560","561.57629"
"","35.1440","2.05275","13.34485","0.00560","561.69214"
"","35.1560","2.05347","13.34743","0.00561","561.80084"
"","35.1680","2.05419","13.35005","0.00561","561.91101"
"","35.1820","2.05502","13.35296","0.00562","562.03345"
"","35.1960","2.05580","13.35577","0.00562","562.15204"
"","35.2100","2.05670","13.35837","0.00563","562.26154"
"","35.2240","2.05748","13.36127","0.00563","562.38354"
"","35.2380","2.05837","13.36391","0.00564","562.49469"
"","35.2500","2.05909","13.36650","0.00564","562.60358"
"","35.2600","2.05969","13.36906","0.00564","562.71118"
"","35.2700","2.06029","13.37167","0.00564","562.82111"
"","35.2800","2.06094","13.37418","0.00565","562.92694"
"","35.2920","2.06166","13.37718","0.00565","563.05310"
"","35.3020","2.06220","13.37975","0.00566","563.16132"
"","35.3140","2.06292","13.38269","0.00566","563.28510"
"","35.3260","2.06363","13.38554","0.00567","563.40515"
"","35.3380","2.06429","13.38846","0.00567","563.52777"
"","35.3480","2.06489","13.39098","0.00567","563.63391"
"","35.3600","2.06555","13.39350","0.00567","563.74017"
"","35.3740","2.06638","13.39631","0.00568","563.85828"
"","35.3880","2.06722","13.39887","0.00568","563.96600"
"","35.4000","2.06794","13.40145","0.00569","564.07440"
"","35.4120","2.06872","13.40434","0.00569","564.19635"
"","35.4220","2.06931","13.40715","0.00569","564.31433"
"","35.4320","2.06991","13.40991","0.00570","564.43048"
"","35.4440","2.07069","13.41276","0.00570","564.55054"
"","35.4540","2.07129","13.41527","0.00570","564.65619"
"","35.4640","2.07194","13.41798","0.00571","564.77051"
"","35.4740","2.07254","13.42104","0.00571","564.89899"
"","35.4840","2.07314","13.42386","0.00571","565.01782"
"","35.4960","2.07386","13.42678","0.00572","565.14062"
"","35.5080","2.07458","13.42934","0.00572","565.24835"
"","35.5220","2.07535","13.43201","0.00573","565.36090"
"","35.5360","2.07619","13.43471","0.00573","565.47461"
"","35.5480","2.07691","13.43739","0.00573","565.58728"
"","35.5580","2.07751","13.43990","0.00574","565.69281"
"","35.5700","2.07828","13.44279","0.00574","565.81445"
"","35.5800","2.07882","13.44535","0.00574","565.92230"
"","35.5920","2.07960","13.44786","0.00575","566.02808"
"","35.6040","2.08038","13.45042","0.00575","566.13568"
"","35.6140","2.08097","13.45304","0.00576","566.24585"
"","35.6260","2.08175","13.45602","0.00576","566.37146"
"","35.6360","2.08235","13.45860","0.00577","566.47998"
"","35.6460","2.08295","13.46134","0.00577","566.59552"
"","35.6580","2.08366","13.46433","0.00577","566.72113"
"","35.6680","2.08426","13.46683","0.00578","566.82635"
"","35.6800","2.08492","13.46956","0.00578","566.94153"
"","35.6940","2.08570","13.47207","0.00578","567.04724"
"","35.7120","2.08677","13.47484","0.00579","567.16351"
"","35.7280","2.08767","13.47749","0.00580","567.27521"
"","35.7420","2.08851","13.48028","0.00580","567.39252"
"","35.7540","2.08922","13.48283","0.00580","567.49994"
"","35.7640","2.08988","13.48553","0.00581","567.61371"
"","35.7740","2.09048","13.48853","0.00581","567.74005"
"","35.7840","2.09108","13.49157","0.00582","567.86768"
"","35.7940","2.09174","13.49424","0.00582","567.98010"
"","35.8040","2.09239","13.49726","0.00582","568.10724"
"","35.8140","2.09299","13.50006","0.00583","568.22510"
"","35.8260","2.09371","13.50302","0.00583","568.34979"
"","35.8380","2.09437","13.50598","0.00583","568.47449"
"","35.8500","2.09514","13.50855","0.00583","568.58252"
"","35.8640","2.09592","13.51125","0.00584","568.69635"
"","35.8800","2.09694","13.51387","0.00584","568.80627"
"","35.8940","2.09771","13.51651","0.00585","568.91772"
"","35.9060","2.09843","13.51942","0.00586","569.03992"
"","35.9200","2.09933","13.52217","0.00586","569.15594"
"","35.9320","2.10005","13.52475","0.00586","569.26428"
"","35.9440","2.10076","13.52733","0.00587","569.37274"
"","35.9560","2.10148","13.52987","0.00587","569.47980"
"","35.9680","2.10226","13.53281","0.00587","569.60364"
"","35.9800","2.10304","13.53576","0.00588","569.72784"
"","35.9900","2.10363","13.53862","0.00588","569.84821"
"","36.0000","2.10423","13.54156","0.00589","569.97211"
"","36.0100","2.10483","13.54427","0.00589","570.08618"
"","36.0220","2.10555","13.54720","0.00590","570.20947"
"","36.0360","2.10632","13.54994","0.00590","570.32477"
"","36.0520","2.10728","13.55260","0.00590","570.43652"
"","36.0680","2.10818","13.55538","0.00591","570.55377"
"","36.0840","2.10913","13.55821","0.00591","570.67291"
"","36.0980","2.10997","13.56089","0.00592","570.78558"
"","36.1100","2.11063","13.56345","0.00592","570.89319"
"","36.1220","2.11141","13.56599","0.00592","571.00018"
"","36.1340","2.11212","13.56894","0.00593","571.12433"
"","36.1440","2.11272","13.57156","0.00593","571.23468"
"","36.1540","2.11338","13.57423","0.00593","571.34692"
"","36.1640","2.11398","13.57725","0.00594","571.47394"
"","36.1740","2.11457","13.58022","0.00594","571.59924"
"","36.1840","2.11517","13.58294","0.00595","571.71350"
"","36.1960","2.11589","13.58581","0.00595","571.83447"
"","36.2100","2.11667","13.58851","0.00596","571.94812"
"","36.2240","2.11750","13.59112","0.00596","572.05798"
"","36.2380","2.11828","13.59363","0.00597","572.16364"
"","36.2560","2.11942","13.59638","0.00597","572.27924"
"","36.2680","2.12008","13.59892","0.00598","572.38641"
"","36.2800","2.12085","13.60165","0.00598","572.50104"
"","36.2920","2.12157","13.60459","0.00599","572.62476"
"","36.3020","2.12217","13.60744","0.00599","572.74506"
"","36.3120","2.12277","13.61021","0.00599","572.86145"
"","36.3220","2.12342","13.61284","0.00600","572.97229"
"","36.3320","2.12402","13.61564","0.00600","573.09003"
"","36.3420","2.12468","13.61820","0.00600","573.19781"
"","36.3540","2.12540","13.62119","0.00601","573.32349"
"","36.3640","2.12593","13.62396","0.00601","573.44037"
"","36.3780","2.12677","13.62674","0.00601","573.55731"
"","36.3920","2.12761","13.62927","0.00602","573.66382"
"","36.4080","2.12857","13.63195","0.00603","573.77643"
"","36.4220","2.12940","13.63452","0.00603","573.88483"
"","36.4360","2.13024","13.63739","0.00603","574.00531"
"","36.4500","2.13102","13.64022","0.00604","574.12439"
"","36.4640","2.13191","13.64293","0.00604","574.23865"
"","36.4780","2.13275","13.64584","0.00605","574.36127"
"","36.4900","2.13347","13.64857","0.00605","574.47614"
"","36.5000","2.13407","13.65119","0.00605","574.58630"
"","36.5100","2.13466","13.65378","0.00606","574.69531"
"","36.5200","2.13526","13.65636","0.00606","574.80396"
"","36.5300","2.13586","13.65892","0.00607","574.91144"
"","36.5420","2.13658","13.66175","0.00607","575.03064"
"","36.5540","2.13730","13.66453","0.00608","575.14758"
"","36.5660","2.13795","13.66709","0.00608","575.25555"
"","36.5840","2.13897","13.66991","0.00609","575.37408"
"","36.5980","2.13987","13.67281","0.00609","575.49640"
"","36.6100","2.14052","13.67549","0.00610","575.60913"
"","36.6220","2.14130","13.67812","0.00610","575.71967"
"","36.6320","2.14190","13.68066","0.00610","575.82654"
"","36.6440","2.14262","13.68353","0.00611","575.94751"
"","36.6560","2.14339","13.68637","0.00611","576.06683"
"","36.6660","2.14405","13.68918","0.00611","576.18530"
"","36.6740","2.14453","13.69179","0.00611","576.29529"
"","36.6840","2.14513","13.69454","0.00612","576.41083"
"","36.6960","2.14584","13.69712","0.00612","576.51935"
"","36.7080","2.14662","13.69972","0.00613","576.62909"
"","36.7200","2.14728","13.70246","0.00613","576.74408"
"","36.7340","2.14812","13.70514","0.00614","576.85718"
"","36.7520","2.14919","13.70787","0.00614","576.97186"
"","36.7660","2.15003","13.71042","0.00615","577.07947"
"","36.7820","2.15099","13.71319","0.00615","577.19592"
"","36.7980","2.15194","13.71580","0.00616","577.30560"
"","36.8120","2.15278","13.71843","0.00617","577.41656"
"","36.8240","2.15356","13.72100","0.00617","577.52448"
"","36.8340","2.15416","13.72374","0.00617","577.63989"
"","36.8440","2.15481","13.72653","0.00618","577.75751"
"","36.8540","2.15541","13.72941","0.00618","577.87842"
"","36.8640","2.15601","13.73212","0.00619","577.99268"
"","36.8760","2.15673","13.73505","0.00619","578.11615"
"","36.8920","2.15762","13.73777","0.00619","578.23065"
"","36.9060","2.15846","13.74035","0.00619","578.33929"
"","36.9180","2.15912","13.74302","0.00620","578.45135"
"","36.9320","2.15996","13.74560","0.00621","578.56018"
"","36.9460","2.16079","13.74823","0.00621","578.67059"
"","36.9600","2.16157","13.75112","0.00622","578.79260"
"","36.9740","2.16241","13.75389","0.00622","578.90912"
"","36.9880","2.16330","13.75669","0.00623","579.02698"
"","37.0000","2.16402","13.75952","0.00623","579.14612"
"","37.0120","2.16474","13.76232","0.00624","579.26367"
"","37.0220","2.16534","13.76505","0.00624","579.37891"
"","37.0320","2.16599","13.76767","0.00625","579.48901"
"","37.0420","2.16659","13.77026","0.00625","579.59814"
"","37.0520","2.16719","13.77289","0.00625","579.70874"
"","37.0620","2.16773","13.77547","0.00625","579.81738"
"","37.0740","2.16845","13.77820","0.00626","579.93219"
"","37.0900","2.16940","13.78108","0.00627","580.05334"
"","37.1040","2.17024","13.78386","0.00627","580.17053"
"","37.1160","2.17096","13.78650","0.00628","580.28162"
"","37.1300","2.17179","13.78916","0.00628","580.39343"
"","37.1460","2.17275","13.79202","0.00628","580.51410"
"","37.1600","2.17365","13.79462","0.00629","580.62335"
"","37.1740","2.17448","13.79753","0.00629","580.74585"
"","37.1860","2.17526","13.80014","0.00630","580.85571"
"","37.1980","2.17598","13.80298","0.00630","580.97516"
"","37.2100","2.17676","13.80568","0.00631","581.08881"
"","37.2220","2.17741","13.80856","0.00631","581.20990"
"","37.2360","2.17825","13.81134","0.00632","581.32715"
"","37.2480","2.17897","13.81387","0.00632","581.43347"
"","37.2620","2.17975","13.81661","0.00633","581.54883"
"","37.2780","2.18070","13.81913","0.00633","581.65509"
"","37.2940","2.18160","13.82175","0.00634","581.76550"
"","37.3100","2.18256","13.82462","0.00634","581.88605"
"","37.3220","2.18333","13.82722","0.00635","581.99561"
"","37.3340","2.18405","13.83010","0.00636","582.11658"
"","37.3460","2.18483","13.83281","0.00636","582.23059"
"","37.3580","2.18554","13.83575","0.00636","582.35474"
"","37.3700","2.18626","13.83876","0.00637","582.48145"
"","37.3800","2.18686","13.84150","0.00637","582.59680"
"","37.3920","2.18764","13.84442","0.00637","582.71954"
"","37.4040","2.18830","13.84719","0.00637","582.83618"
"","37.4180","2.18913","13.84997","0.00638","582.95300"
"","37.4300","2.18985","13.85281","0.00638","583.07257"
"","37.4440","2.19063","13.85537","0.00639","583.18030"
"","37.4600","2.19164","13.85801","0.00640","583.29132"
"","37.4720","2.19230","13.86055","0.00640","583.39819"
"","37.4860","2.19320","13.86305","0.00640","583.50360"
"","37.5000","2.19404","13.86556","0.00641","583.60919"
"","37.5120","2.19475","13.86825","0.00641","583.72253"
"","37.5240","2.19553","13.87110","0.00642","583.84241"
"","37.5360","2.19625","13.87391","0.00643","583.96082"
"","37.5480","2.19702","13.87669","0.00643","584.07788"
"","37.5600","2.19774","13.87933","0.00644","584.18884"
"","37.5720","2.19846","13.88203","0.00644","584.30249"
"","37.5840","2.19918","13.88457","0.00644","584.40924"
"","37.6000","2.20007","13.88735","0.00645","584.52661"
"","37.6160","2.20103","13.89000","0.00645","584.63800"
"","37.6300","2.20187","13.89252","0.00646","584.74420"
"","37.6460","2.20282","13.89532","0.00646","584.86194"
"","37.6620","2.20378","13.89821","0.00647","584.98352"
"","37.6740","2.20450","13.90083","0.00648","585.09399"
"","37.6840","2.20510","13.90342","0.00648","585.20258"
"","37.6960","2.20587","13.90629","0.00648","585.32343"
"","37.7060","2.20647","13.90897","0.00649","585.43658"
"","37.7180","2.20719","13.91167","0.00649","585.55023"
"","37.7300","2.20791","13.91447","0.00649","585.66809"
"","37.7440","2.20874","13.91729","0.00650","585.78662"
"","37.7560","2.20946","13.92007","0.00650","585.90344"
"","37.7700","2.21024","13.92290","0.00651","586.02277"
"","37.7860","2.21119","13.92568","0.00652","586.13971"
"","37.8040","2.21227","13.92841","0.00652","586.25464"
"","37.8180","2.21305","13.93096","0.00653","586.36206"
"","37.8320","2.21395","13.93351","0.00653","586.46924"
"","37.8460","2.21478","13.93609","0.00654","586.57812"
"","37.8580","2.21550","13.93874","0.00654","586.68927"
"","37.8680","2.21610","13.94137","0.00655","586.79993"
"","37.8800","2.21681","13.94408","0.00655","586.91443"
"","37.8920","2.21759","13.94696","0.00655","587.03522"
"","37.9020","2.21825","13.94994","0.00656","587.16071"
"","37.9120","2.21885","13.95298","0.00656","587.28894"
"","37.9220","2.21945","13.95567","0.00657","587.40186"
"","37.9340","2.22010","13.95821","0.00657","587.50885"
"","37.9500","2.22106","13.96093","0.00658","587.62354"
"","37.9720","2.22238","13.96362","0.00659","587.73682"
"","37.9900","2.22345","13.96620","0.00659","587.84528"
"","38.0040","2.22429","13.96876","0.00660","587.95300"
"","38.0180","2.22513","13.97139","0.00660","588.06360"
"","38.0320","2.22596","13.97404","0.00661","588.17511"
"","38.0460","2.22680","13.97683","0.00661","588.29266"
"","38.0580","2.22752","13.97958","0.00662","588.40839"
"","38.0700","2.22829","13.98260","0.00662","588.53552"
"","38.0800","2.22889","13.98538","0.00663","588.65259"
"","38.0900","2.22943","13.98799","0.00663","588.76227"
"","38.1020","2.23015","13.99071","0.00663","588.87695"
"","38.1180","2.23105","13.99334","0.00664","588.98767"
"","38.1360","2.23212","13.99596","0.00665","589.09808"
"","38.1520","2.23302","13.99876","0.00665","589.21576"
"","38.1680","2.23397","14.00140","0.00666","589.32672"
"","38.1820","2.23487","14.00396","0.00666","589.43439"
"","38.1940","2.23559","14.00673","0.00667","589.55121"
"","38.2080","2.23637","14.00951","0.00667","589.66815"
"","38.2200","2.23714","14.01233","0.00668","589.78680"
"","38.2320","2.23792","14.01524","0.00668","589.90918"
"","38.2440","2.23864","14.01814","0.00669","590.03149"
"","38.2560","2.23942","14.02097","0.00669","590.15063"
"","38.2660","2.24001","14.02370","0.00669","590.26562"
"","38.2760","2.24061","14.02640","0.00670","590.37921"
