Results Table 1
,Sample,E-modulus,Tensile stress at Yield (Offset 0.2 %),Maximum Tensile stress,Tensile stress at Break (Standard),% Elongation at break at Non-proportional elongation (Standard),% Elongation at tensile strength at Non-proportional elongation (Standard),Strain hardening exponent at N Value,Area under curve total,Area under curve at tensile stress at yield
,,(GPa),(MPa),(MPa),(MPa),(%),(%),,(N-mm/mm^3),(N-mm/mm^3)
1,"Aço 1055","110.351","588.719","939.877","650.677","14.34","10.02","0.201","-----","-----"
1,Time,Displacement,Force,Tensile strain (Strain 2),Tensile stress
,(s),(mm),(kN),(mm/mm),(MPa)
"","16.4500","0.93098","7.45241","0.00204","313.67621"
"","16.4600","0.93164","7.45538","0.00204","313.80121"
"","16.4680","0.93212","7.45800","0.00204","313.91144"
"","16.4760","0.93266","7.46113","0.00204","314.04306"
"","16.4820","0.93302","7.46372","0.00205","314.15213"
"","16.4900","0.93349","7.46699","0.00205","314.28986"
"","16.4960","0.93385","7.46951","0.00205","314.39572"
"","16.5020","0.93427","7.47212","0.00205","314.50577"
"","16.5080","0.93463","7.47470","0.00205","314.61417"
"","16.5160","0.93505","7.47803","0.00205","314.75436"
"","16.5240","0.93553","7.48100","0.00205","314.87964"
"","16.5320","0.93600","7.48355","0.00205","314.98676"
"","16.5420","0.93660","7.48641","0.00206","315.10715"
"","16.5520","0.93720","7.48912","0.00206","315.22150"
"","16.5620","0.93774","7.49205","0.00206","315.34464"
"","16.5700","0.93822","7.49456","0.00206","315.45029"
"","16.5780","0.93870","7.49711","0.00206","315.55746"
"","16.5860","0.93917","7.49970","0.00206","315.66660"
"","16.5940","0.93959","7.50229","0.00206","315.77542"
"","16.6020","0.94007","7.50494","0.00206","315.88705"
"","16.6100","0.94061","7.50767","0.00206","316.00201"
"","16.6180","0.94109","7.51052","0.00207","316.12216"
"","16.6260","0.94156","7.51341","0.00207","316.24371"
"","16.6340","0.94204","7.51632","0.00207","316.36624"
"","16.6420","0.94252","7.51925","0.00207","316.48969"
"","16.6500","0.94306","7.52230","0.00207","316.61786"
"","16.6580","0.94360","7.52562","0.00207","316.75745"
"","16.6640","0.94396","7.52827","0.00207","316.86923"
"","16.6700","0.94432","7.53096","0.00207","316.98227"
"","16.6760","0.94473","7.53367","0.00207","317.09647"
"","16.6820","0.94509","7.53622","0.00207","317.20361"
"","16.6880","0.94545","7.53873","0.00208","317.30954"
"","16.6960","0.94587","7.54186","0.00208","317.44110"
"","16.7040","0.94635","7.54440","0.00208","317.54825"
"","16.7140","0.94695","7.54733","0.00208","317.67145"
"","16.7220","0.94742","7.54990","0.00208","317.77963"
"","16.7320","0.94802","7.55293","0.00208","317.90714"
"","16.7400","0.94850","7.55555","0.00208","318.01721"
"","16.7480","0.94898","7.55808","0.00208","318.12384"
"","16.7580","0.94952","7.56119","0.00209","318.25467"
"","16.7660","0.95000","7.56378","0.00209","318.36374"
"","16.7740","0.95053","7.56650","0.00209","318.47812"
"","16.7840","0.95113","7.56951","0.00209","318.60510"
"","16.7920","0.95161","7.57212","0.00209","318.71463"
"","16.8000","0.95209","7.57496","0.00209","318.83432"
"","16.8080","0.95257","7.57794","0.00209","318.95993"
"","16.8160","0.95304","7.58104","0.00209","319.09033"
"","16.8240","0.95358","7.58431","0.00210","319.22769"
"","16.8320","0.95406","7.58739","0.00210","319.35764"
"","16.8400","0.95460","7.59060","0.00210","319.49283"
"","16.8480","0.95508","7.59392","0.00210","319.63232"
"","16.8540","0.95544","7.59654","0.00210","319.74255"
"","16.8620","0.95591","7.59972","0.00210","319.87668"
"","16.8700","0.95639","7.60246","0.00210","319.99179"
"","16.8780","0.95687","7.60517","0.00211","320.10599"
"","16.8860","0.95735","7.60813","0.00211","320.23044"
"","16.8940","0.95783","7.61094","0.00211","320.34869"
"","16.9020","0.95831","7.61347","0.00211","320.45514"
"","16.9120","0.95884","7.61649","0.00211","320.58234"
"","16.9220","0.95944","7.61911","0.00211","320.69260"
"","16.9320","0.95998","7.62176","0.00211","320.80423"
"","16.9420","0.96058","7.62447","0.00211","320.91843"
"","16.9520","0.96118","7.62738","0.00211","321.04092"
"","16.9600","0.96165","7.63006","0.00211","321.15350"
"","16.9680","0.96213","7.63297","0.00211","321.27603"
"","16.9760","0.96261","7.63613","0.00211","321.40909"
"","16.9840","0.96309","7.63929","0.00212","321.54221"
"","16.9920","0.96357","7.64220","0.00212","321.66443"
"","17.0000","0.96411","7.64516","0.00212","321.78918"
"","17.0080","0.96458","7.64829","0.00212","321.92068"
"","17.0160","0.96506","7.65133","0.00212","322.04868"
"","17.0240","0.96560","7.65454","0.00212","322.18393"
"","17.0300","0.96596","7.65712","0.00213","322.29239"
"","17.0360","0.96632","7.65972","0.00213","322.40204"
"","17.0420","0.96662","7.66230","0.00213","322.51035"
"","17.0500","0.96710","7.66544","0.00213","322.64267"
"","17.0580","0.96757","7.66832","0.00213","322.76407"
"","17.0660","0.96805","7.67085","0.00213","322.87027"
"","17.0760","0.96859","7.67376","0.00214","322.99286"
"","17.0860","0.96919","7.67687","0.00214","323.12384"
"","17.0940","0.96967","7.67949","0.00214","323.23416"
"","17.1020","0.97014","7.68212","0.00214","323.34467"
"","17.1100","0.97056","7.68473","0.00214","323.45453"
"","17.1180","0.97104","7.68739","0.00214","323.56662"
"","17.1260","0.97158","7.69010","0.00214","323.68069"
"","17.1340","0.97206","7.69293","0.00214","323.79990"
"","17.1420","0.97248","7.69581","0.00214","323.92120"
"","17.1500","0.97301","7.69882","0.00214","324.04752"
"","17.1580","0.97349","7.70180","0.00214","324.17325"
"","17.1660","0.97403","7.70470","0.00215","324.29504"
"","17.1740","0.97451","7.70774","0.00215","324.42319"
"","17.1820","0.97505","7.71083","0.00215","324.55301"
"","17.1900","0.97553","7.71386","0.00215","324.68088"
"","17.1980","0.97600","7.71697","0.00215","324.81149"
"","17.2040","0.97642","7.71950","0.00215","324.91815"
"","17.2100","0.97678","7.72203","0.00215","325.02457"
"","17.2180","0.97720","7.72511","0.00215","325.15411"
"","17.2260","0.97768","7.72793","0.00216","325.27295"
"","17.2340","0.97816","7.73058","0.00216","325.38464"
"","17.2420","0.97863","7.73317","0.00216","325.49344"
"","17.2520","0.97923","7.73628","0.00216","325.62439"
"","17.2600","0.97971","7.73902","0.00216","325.73959"
"","17.2680","0.98013","7.74180","0.00216","325.85666"
"","17.2780","0.98073","7.74484","0.00216","325.98477"
"","17.2880","0.98132","7.74758","0.00216","326.10022"
"","17.2980","0.98192","7.75019","0.00216","326.20981"
"","17.3080","0.98246","7.75326","0.00217","326.33917"
"","17.3160","0.98300","7.75609","0.00217","326.45831"
"","17.3240","0.98348","7.75908","0.00217","326.58408"
"","17.3320","0.98396","7.76192","0.00217","326.70377"
"","17.3400","0.98443","7.76471","0.00217","326.82092"
"","17.3480","0.98491","7.76774","0.00217","326.94849"
"","17.3540","0.98533","7.77025","0.00217","327.05441"
"","17.3600","0.98569","7.77279","0.00217","327.16110"
"","17.3660","0.98605","7.77536","0.00217","327.26917"
"","17.3720","0.98641","7.77791","0.00217","327.37665"
"","17.3800","0.98689","7.78120","0.00217","327.51514"
"","17.3880","0.98742","7.78432","0.00218","327.64648"
"","17.3960","0.98784","7.78725","0.00218","327.76993"
"","17.4040","0.98832","7.79013","0.00218","327.89111"
"","17.4120","0.98880","7.79288","0.00218","328.00653"
"","17.4200","0.98922","7.79573","0.00218","328.12656"
"","17.4280","0.98970","7.79831","0.00219","328.23547"
"","17.4360","0.99017","7.80082","0.00219","328.34103"
"","17.4440","0.99059","7.80335","0.00219","328.44727"
"","17.4520","0.99107","7.80589","0.00219","328.55438"
"","17.4600","0.99155","7.80846","0.00219","328.66254"
"","17.4680","0.99203","7.81125","0.00219","328.77972"
"","17.4760","0.99257","7.81400","0.00219","328.89557"
"","17.4840","0.99298","7.81683","0.00220","329.01465"
"","17.4920","0.99352","7.81979","0.00220","329.13943"
"","17.5000","0.99400","7.82266","0.00220","329.25998"
"","17.5080","0.99448","7.82544","0.00220","329.37723"
"","17.5160","0.99496","7.82841","0.00220","329.50217"
"","17.5240","0.99544","7.83158","0.00220","329.63559"
"","17.5320","0.99597","7.83478","0.00220","329.77020"
"","17.5400","0.99651","7.83808","0.00220","329.90906"
"","17.5460","0.99687","7.84061","0.00220","330.01562"
"","17.5520","0.99723","7.84324","0.00220","330.12659"
"","17.5580","0.99765","7.84592","0.00220","330.23901"
"","17.5640","0.99801","7.84847","0.00221","330.34653"
"","17.5720","0.99848","7.85171","0.00221","330.48270"
"","17.5800","0.99890","7.85492","0.00221","330.61813"
"","17.5880","0.99944","7.85793","0.00221","330.74457"
"","17.5960","0.99986","7.86067","0.00221","330.86002"
"","17.6040","1.00034","7.86330","0.00221","330.97086"
"","17.6140","1.00094","7.86641","0.00222","331.10172"
"","17.6240","1.00153","7.86950","0.00222","331.23178"
"","17.6320","1.00201","7.87207","0.00222","331.33981"
"","17.6400","1.00249","7.87461","0.00222","331.44662"
"","17.6500","1.00309","7.87770","0.00222","331.57678"
"","17.6600","1.00369","7.88076","0.00222","331.70563"
"","17.6680","1.00416","7.88331","0.00222","331.81314"
"","17.6760","1.00470","7.88595","0.00222","331.92395"
"","17.6840","1.00518","7.88883","0.00222","332.04547"
"","17.6920","1.00572","7.89197","0.00222","332.17731"
"","17.7000","1.00620","7.89505","0.00222","332.30716"
"","17.7080","1.00668","7.89823","0.00222","332.44101"
"","17.7160","1.00715","7.90147","0.00223","332.57727"
"","17.7220","1.00757","7.90398","0.00223","332.68289"
"","17.7300","1.00805","7.90700","0.00223","332.81009"
"","17.7380","1.00847","7.90979","0.00223","332.92758"
"","17.7460","1.00895","7.91251","0.00223","333.04190"
"","17.7540","1.00943","7.91532","0.00223","333.16022"
"","17.7620","1.00984","7.91806","0.00223","333.27576"
"","17.7700","1.01032","7.92074","0.00223","333.38849"
"","17.7800","1.01092","7.92380","0.00224","333.51724"
"","17.7900","1.01146","7.92678","0.00224","333.64264"
"","17.8000","1.01206","7.92953","0.00224","333.75842"
"","17.8100","1.01265","7.93246","0.00224","333.88190"
"","17.8180","1.01313","7.93517","0.00224","333.99570"
"","17.8260","1.01361","7.93795","0.00224","334.11273"
"","17.8340","1.01409","7.94103","0.00224","334.24234"
"","17.8420","1.01457","7.94415","0.00224","334.37375"
"","17.8500","1.01505","7.94705","0.00224","334.49591"
"","17.8580","1.01558","7.95008","0.00225","334.62323"
"","17.8660","1.01606","7.95301","0.00225","334.74649"
"","17.8740","1.01654","7.95592","0.00225","334.86920"
"","17.8820","1.01702","7.95912","0.00225","335.00388"
"","17.8900","1.01756","7.96237","0.00225","335.14078"
"","17.8980","1.01804","7.96548","0.00226","335.27164"
"","17.9060","1.01851","7.96858","0.00226","335.40186"
"","17.9140","1.01899","7.97164","0.00226","335.53091"
"","17.9220","1.01941","7.97443","0.00226","335.64822"
"","17.9300","1.01989","7.97718","0.00226","335.76422"
"","17.9380","1.02037","7.97985","0.00226","335.87662"
"","17.9480","1.02097","7.98299","0.00226","336.00854"
"","17.9560","1.02144","7.98580","0.00227","336.12665"
"","17.9640","1.02192","7.98866","0.00227","336.24716"
"","17.9720","1.02234","7.99133","0.00227","336.35947"
"","17.9800","1.02282","7.99400","0.00227","336.47198"
"","17.9880","1.02336","7.99663","0.00227","336.58252"
"","17.9960","1.02384","7.99946","0.00227","336.70178"
"","18.0040","1.02425","8.00242","0.00227","336.82626"
"","18.0120","1.02479","8.00532","0.00227","336.94827"
"","18.0200","1.02527","8.00815","0.00227","337.06763"
"","18.0280","1.02575","8.01116","0.00227","337.19427"
"","18.0360","1.02629","8.01418","0.00227","337.32153"
"","18.0440","1.02676","8.01717","0.00228","337.44711"
"","18.0520","1.02724","8.02007","0.00228","337.56937"
"","18.0600","1.02778","8.02289","0.00228","337.68802"
"","18.0680","1.02826","8.02562","0.00228","337.80301"
"","18.0760","1.02874","8.02843","0.00228","337.92126"
"","18.0840","1.02922","8.03148","0.00228","338.04965"
"","18.0920","1.02963","8.03433","0.00228","338.16934"
"","18.1000","1.03011","8.03701","0.00229","338.28226"
"","18.1080","1.03059","8.03974","0.00229","338.39737"
"","18.1160","1.03107","8.04263","0.00229","338.51877"
"","18.1240","1.03155","8.04545","0.00229","338.63736"
"","18.1320","1.03203","8.04813","0.00229","338.75027"
"","18.1400","1.03250","8.05082","0.00229","338.86359"
"","18.1480","1.03292","8.05348","0.00229","338.97531"
"","18.1560","1.03340","8.05612","0.00229","339.08685"
"","18.1640","1.03388","8.05871","0.00229","339.19559"
"","18.1740","1.03448","8.06174","0.00229","339.32303"
"","18.1820","1.03496","8.06427","0.00229","339.42969"
"","18.1900","1.03543","8.06695","0.00230","339.54263"
"","18.1980","1.03591","8.06983","0.00230","339.66379"
"","18.2060","1.03645","8.07290","0.00230","339.79303"
"","18.2140","1.03693","8.07607","0.00230","339.92648"
"","18.2200","1.03729","8.07875","0.00230","340.03900"
"","18.2260","1.03765","8.08147","0.00231","340.15353"
"","18.2320","1.03801","8.08408","0.00231","340.26331"
"","18.2380","1.03842","8.08668","0.00231","340.37292"
"","18.2440","1.03878","8.08925","0.00231","340.48102"
"","18.2520","1.03920","8.09232","0.00231","340.61023"
"","18.2600","1.03968","8.09503","0.00231","340.72440"
"","18.2680","1.04016","8.09765","0.00231","340.83481"
"","18.2760","1.04064","8.10018","0.00231","340.94135"
"","18.2840","1.04111","8.10284","0.00231","341.05310"
"","18.2920","1.04159","8.10535","0.00231","341.15872"
"","18.3020","1.04213","8.10824","0.00232","341.28061"
"","18.3120","1.04273","8.11123","0.00232","341.40640"
"","18.3220","1.04333","8.11421","0.00232","341.53156"
"","18.3300","1.04386","8.11673","0.00232","341.63785"
"","18.3380","1.04428","8.11949","0.00232","341.75385"
"","18.3460","1.04476","8.12242","0.00232","341.87735"
"","18.3540","1.04524","8.12520","0.00232","341.99438"
"","18.3620","1.04578","8.12791","0.00232","342.10825"
"","18.3700","1.04626","8.13077","0.00233","342.22858"
"","18.3780","1.04673","8.13375","0.00233","342.35428"
"","18.3860","1.04727","8.13675","0.00233","342.48044"
"","18.3940","1.04775","8.14002","0.00233","342.61804"
"","18.4000","1.04811","8.14257","0.00233","342.72519"
"","18.4080","1.04865","8.14572","0.00233","342.85794"
"","18.4160","1.04913","8.14874","0.00233","342.98499"
"","18.4240","1.04960","8.15182","0.00234","343.11459"
"","18.4320","1.05008","8.15466","0.00234","343.23434"
"","18.4400","1.05050","8.15727","0.00234","343.34421"
"","18.4480","1.05098","8.15980","0.00234","343.45074"
"","18.4560","1.05146","8.16239","0.00234","343.55966"
"","18.4640","1.05194","8.16510","0.00234","343.67374"
"","18.4720","1.05241","8.16779","0.00234","343.78711"
"","18.4800","1.05289","8.17042","0.00234","343.89777"
"","18.4880","1.05337","8.17302","0.00235","344.00705"
