Results Table 1;;;;;
;;;;;
;;;;;
;Aço 1016;;;;
;Time;Displacement;Force;Tensile strain (Strain 2);Tensile stress
;(s);(mm);(kN);(mm/mm);(MPa)
;132.5100;7.94590;10.94301;0.05053;460.59750
;132.5780;7.95015;10.94553;0.05060;460.70343
;132.6780;7.95595;10.94533;0.05070;460.69501
;132.7380;7.95959;10.94786;0.05076;460.80167
;132.8380;7.96557;10.94915;0.05086;460.85593
;132.9200;7.97060;10.95165;0.05094;460.96121
;133.0200;7.97658;10.95321;0.05104;461.02676
;133.1200;7.98255;10.95535;0.05114;461.11673
;133.2200;7.98853;10.95662;0.05124;461.17041
;133.2780;7.99212;10.95923;0.05130;461.28024
;133.3780;7.99804;10.95873;0.05140;461.25897
;133.4580;8.00288;10.96130;0.05148;461.36719
;133.5580;8.00874;10.96214;0.05158;461.40253
;133.6120;8.01209;10.96464;0.05163;461.50809
;133.7120;8.01807;10.96410;0.05173;461.48532
;133.7800;8.02225;10.96662;0.05180;461.59134
;133.8240;8.02489;10.96912;0.05184;461.69656
;133.9240;8.03075;10.96792;0.05194;461.64615
;133.9560;8.03278;10.97047;0.05198;461.75327
;133.9840;8.03445;10.97304;0.05200;461.86163
;134.0840;8.04043;10.97127;0.05210;461.78680
;134.1460;8.04432;10.97383;0.05217;461.89481
;134.2460;8.05012;10.97230;0.05227;461.83047
;134.3060;8.05382;10.97494;0.05233;461.94128
;134.3400;8.05580;10.97753;0.05236;462.05042
;134.4400;8.06172;10.97571;0.05246;461.97385
;134.4840;8.06447;10.97823;0.05250;462.08011
;134.5260;8.06692;10.98082;0.05255;462.18890
;134.6260;8.07296;10.98008;0.05265;462.15756
;134.6840;8.07642;10.98264;0.05270;462.26535
;134.7840;8.08234;10.98212;0.05280;462.24344
;134.8240;8.08485;10.98471;0.05284;462.35269
;134.9240;8.09083;10.98625;0.05294;462.41727
;135.0120;8.09627;10.98883;0.05303;462.52588
;135.1120;8.10207;10.98769;0.05313;462.47806
;135.1680;8.10548;10.99032;0.05319;462.58871
;135.2680;8.11140;10.99044;0.05329;462.59402
;135.3500;8.11648;10.99298;0.05337;462.70078
;135.4500;8.12234;10.99307;0.05347;462.70462
;135.5440;8.12802;10.99563;0.05356;462.81229
;135.6440;8.13394;10.99556;0.05366;462.80933
;135.6920;8.13693;10.99808;0.05371;462.91550
;135.7160;8.13843;11.00072;0.05374;463.02673
;135.8160;8.14435;10.99974;0.05384;462.98544
;135.8960;8.14919;11.00225;0.05392;463.09097
;135.9960;8.15511;11.00323;0.05402;463.13208
;136.0520;8.15858;11.00576;0.05407;463.23883
;136.1520;8.16449;11.00547;0.05417;463.22656
;136.2360;8.16958;11.00801;0.05426;463.33322
;136.3360;8.17544;11.00904;0.05435;463.37665
;136.4000;8.17938;11.01158;0.05442;463.48364
;136.5000;8.18530;11.01154;0.05452;463.48203
;136.5840;8.19050;11.01409;0.05461;463.58920
;136.6840;8.19636;11.01456;0.05470;463.60916
;136.7400;8.19977;11.01713;0.05476;463.71735
;136.8400;8.20569;11.01884;0.05486;463.78909
;136.9400;8.21185;11.02134;0.05496;463.89459
;137.0400;8.21777;11.02070;0.05506;463.86743
;137.0920;8.22088;11.02326;0.05511;463.97516
;137.1920;8.22673;11.02331;0.05521;463.97720
;137.2560;8.23074;11.02581;0.05528;464.08261
;137.2820;8.23236;11.02833;0.05530;464.18869
;137.3640;8.23714;11.02581;0.05538;464.08267
;137.4300;8.24120;11.02838;0.05545;464.19086
;137.5300;8.24706;11.02923;0.05555;464.22650
;137.6160;8.25232;11.03181;0.05564;464.33514
;137.7160;8.25824;11.03272;0.05573;464.37326
;137.8060;8.26386;11.03532;0.05583;464.48279
;137.9060;8.26966;11.03448;0.05592;464.44769
;137.9560;8.27271;11.03711;0.05598;464.55838
;137.9860;8.27457;11.03969;0.05601;464.66666
;138.0580;8.27869;11.03709;0.05607;464.55728
;138.1500;8.28443;11.03967;0.05617;464.66599
;138.2500;8.29035;11.04002;0.05627;464.68054
;138.3000;8.29340;11.04254;0.05632;464.78690
;138.3220;8.29478;11.04524;0.05634;464.90054
;138.4220;8.30064;11.04495;0.05644;464.88815
;138.4720;8.30374;11.04755;0.05649;464.99753
;138.5100;8.30608;11.05014;0.05653;465.10663
;138.5960;8.31122;11.04762;0.05662;465.00067
;138.6560;8.31487;11.05024;0.05668;465.11093
;138.6980;8.31738;11.05276;0.05672;465.21698
;138.7980;8.32329;11.05291;0.05682;465.22308
;138.8520;8.32658;11.05541;0.05687;465.32855
;138.9520;8.33250;11.05416;0.05697;465.27570
;139.0160;8.33645;11.05674;0.05704;465.38434
;139.1160;8.34225;11.05641;0.05713;465.37042
;139.1560;8.34470;11.05895;0.05718;465.47760
;139.1920;8.34691;11.06151;0.05721;465.58508
;139.2920;8.35277;11.06042;0.05731;465.53955
;139.3460;8.35618;11.06293;0.05737;465.64481
;139.4460;8.36210;11.06332;0.05746;465.66125
;139.5360;8.36760;11.06588;0.05756;465.76913
;139.6360;8.37352;11.06698;0.05766;465.81531
;139.7040;8.37770;11.06966;0.05773;465.92813
;139.8040;8.38362;11.06941;0.05782;465.91757
;139.9040;8.38960;11.07105;0.05792;465.98663
;140.0040;8.39552;11.06991;0.05802;465.93866
;140.0640;8.39923;11.07245;0.05808;466.04575
;140.1640;8.40521;11.07429;0.05818;466.12317
;140.2340;8.40945;11.07684;0.05825;466.23062
;140.3340;8.41537;11.07752;0.05835;466.25891
;140.4120;8.42015;11.08007;0.05843;466.36652
;140.5120;8.42607;11.07982;0.05853;466.35571
;140.5900;8.43086;11.08239;0.05861;466.46420
;140.6900;8.43666;11.08135;0.05871;466.42041
;140.7640;8.44120;11.08389;0.05878;466.52710
;140.8640;8.44712;11.08441;0.05888;466.54892
;140.9280;8.45107;11.08695;0.05895;466.65613
;141.0280;8.45698;11.08773;0.05905;466.68893
;141.1160;8.46231;11.09028;0.05914;466.79608
;141.2160;8.46828;11.08988;0.05923;466.77945
;141.2740;8.47187;11.09243;0.05929;466.88663
;141.3060;8.47378;11.09494;0.05933;466.99237
;141.4060;8.47982;11.09386;0.05943;466.94666
;141.4960;8.48520;11.09639;0.05952;467.05331
;141.5960;8.49112;11.09618;0.05962;467.04465
;141.6480;8.49429;11.09873;0.05967;467.15176
;141.7480;8.50027;11.09742;0.05977;467.09665
;141.8000;8.50350;11.10006;0.05982;467.20782
;141.9000;8.50930;11.10008;0.05992;467.20850
;141.9580;8.51289;11.10265;0.05998;467.31680
;141.9960;8.51516;11.10519;0.06002;467.42371
;142.0960;8.52114;11.10296;0.06012;467.32986
;142.1440;8.52413;11.10554;0.06017;467.43854
;142.2440;8.52999;11.10501;0.06026;467.41611
;142.3040;8.53363;11.10763;0.06032;467.52631
;142.3280;8.53513;11.11018;0.06035;467.63370
;142.4280;8.54099;11.10922;0.06045;467.59329
;142.5120;8.54619;11.11179;0.06053;467.70166
;142.6120;8.55205;11.11072;0.06063;467.65631
;142.6800;8.55623;11.11323;0.06070;467.76224
;142.7800;8.56209;11.11409;0.06080;467.79840
;142.8660;8.56736;11.11668;0.06089;467.90729
;142.9660;8.57327;11.11584;0.06098;467.87219
;143.0260;8.57698;11.11845;0.06105;467.98169
;143.1260;8.58284;11.12028;0.06114;468.05869
;143.2260;8.58900;11.12275;0.06125;468.16284
;143.3260;8.59498;11.12300;0.06135;468.17325
;143.4260;8.60090;11.12492;0.06144;468.25397
;143.5260;8.60688;11.12667;0.06154;468.32779
;143.6260;8.61285;11.12714;0.06164;468.34769
;143.7040;8.61764;11.12974;0.06172;468.45715
;143.8040;8.62356;11.13020;0.06182;468.47650
;143.8960;8.62918;11.13270;0.06192;468.58173
;143.9960;8.63510;11.13249;0.06201;468.57285
;144.0680;8.63952;11.13512;0.06209;468.68341
;144.1680;8.64544;11.13516;0.06219;468.68527
;144.2480;8.65028;11.13776;0.06227;468.79456
;144.3480;8.65620;11.13800;0.06237;468.80457
;144.4200;8.66057;11.14058;0.06244;468.91312
;144.5200;8.66655;11.13987;0.06254;468.88351
;144.5960;8.67121;11.14247;0.06262;468.99283
;144.6960;8.67707;11.14275;0.06271;469.00449
;144.7460;8.68012;11.14531;0.06277;469.11227
;144.8460;8.68604;11.14691;0.06286;469.17960
;144.9460;8.69220;11.14908;0.06297;469.27121
;145.0460;8.69806;11.14772;0.06306;469.21396
;145.0960;8.70116;11.15042;0.06312;469.32736
;145.1180;8.70254;11.15294;0.06314;469.43356
;145.1880;8.70655;11.15037;0.06321;469.32538
;145.2780;8.71211;11.15288;0.06330;469.43085
;145.3780;8.71797;11.15158;0.06340;469.37640
;145.4400;8.72179;11.15409;0.06346;469.48203
;145.5400;8.72765;11.15463;0.06356;469.50452
;145.6140;8.73219;11.15717;0.06363;469.61139
;145.6520;8.73453;11.15975;0.06367;469.72015
;145.7520;8.74051;11.15811;0.06377;469.65134
;145.7940;8.74314;11.16068;0.06382;469.75937
;145.8940;8.74900;11.16119;0.06391;469.78067
;145.9860;8.75462;11.16379;0.06401;469.89005
;146.0860;8.76054;11.16291;0.06411;469.85312
;146.1700;8.76574;11.16545;0.06419;469.95990
;146.2700;8.77154;11.16566;0.06429;469.96875
;146.3240;8.77489;11.16822;0.06434;470.07672
;146.4240;8.78074;11.16859;0.06444;470.09213
;146.5020;8.78553;11.17111;0.06452;470.19824
;146.6020;8.79145;11.17071;0.06462;470.18146
;146.6680;8.79545;11.17330;0.06469;470.29047
;146.7680;8.80137;11.17370;0.06479;470.30728
;146.8300;8.80520;11.17633;0.06485;470.41788
;146.9300;8.81118;11.17656;0.06495;470.42792
;147.0260;8.81704;11.17909;0.06505;470.53421
;147.1260;8.82290;11.17757;0.06514;470.47037
;147.1820;8.82630;11.18008;0.06520;470.57578
;147.2820;8.83222;11.18122;0.06530;470.62369
;147.3820;8.83838;11.18303;0.06540;470.70004
;147.4820;8.84424;11.18432;0.06550;470.75436
;147.5700;8.84956;11.18690;0.06559;470.86288
;147.6700;8.85554;11.18676;0.06569;470.85693
;147.7640;8.86128;11.18931;0.06578;470.96454
;147.8640;8.86720;11.18962;0.06588;470.97723
;147.9640;8.87312;11.19099;0.06598;471.03503
;148.0640;8.87922;11.19343;0.06608;471.13766
;148.1640;8.88514;11.19291;0.06618;471.11606
;148.2260;8.88890;11.19563;0.06625;471.23029
;148.2580;8.89082;11.19815;0.06628;471.33646
;148.3580;8.89674;11.19688;0.06638;471.28284
;148.4160;8.90032;11.19950;0.06644;471.39340
;148.5160;8.90630;11.19910;0.06654;471.37631
;148.5920;8.91103;11.20165;0.06661;471.48373
;148.6920;8.91683;11.20087;0.06671;471.45096
;148.7480;8.92029;11.20344;0.06677;471.55930
;148.8480;8.92621;11.20374;0.06687;471.57190
;148.9480;8.93237;11.20567;0.06697;471.65302
;149.0480;8.93817;11.20466;0.06707;471.61066
;149.0960;8.94116;11.20732;0.06712;471.72253
;149.1960;8.94708;11.20758;0.06721;471.73340
;149.2740;8.95192;11.21018;0.06730;471.84265
;149.3160;8.95443;11.21272;0.06734;471.94958
;149.3680;8.95742;11.21014;0.06739;471.84094
;149.4520;8.96256;11.21279;0.06747;471.95251
;149.4880;8.96472;11.21531;0.06751;472.05890
;149.5440;8.96795;11.21278;0.06756;471.95239
;149.6200;8.97261;11.21530;0.06764;472.05844
;149.7200;8.97859;11.21603;0.06774;472.08899
;149.8200;8.98463;11.21805;0.06784;472.17422
;149.9200;8.99055;11.21812;0.06794;472.17715
;150.0120;8.99611;11.22067;0.06803;472.28418
;150.1120;9.00208;11.22072;0.06813;472.28653
;150.2120;9.00806;11.22217;0.06823;472.34756
;150.3120;9.01410;11.22436;0.06833;472.43961
;150.4120;9.02002;11.22555;0.06843;472.48978
;150.5080;9.02600;11.22805;0.06853;472.59512
;150.6080;9.03186;11.22600;0.06863;472.50885
;150.6740;9.03587;11.22871;0.06869;472.62268
;150.7740;9.04173;11.22983;0.06879;472.67001
;150.8600;9.04699;11.23235;0.06888;472.77582
;150.9600;9.05291;11.23091;0.06898;472.71524
;151.0320;9.05727;11.23348;0.06905;472.82339
;151.1320;9.06319;11.23354;0.06915;472.82626
;151.1800;9.06618;11.23622;0.06920;472.93896
;151.2220;9.06869;11.23875;0.06924;473.04532
;151.3220;9.07467;11.23788;0.06934;473.00861
;151.4180;9.08047;11.24038;0.06944;473.11404
;151.5180;9.08645;11.24018;0.06954;473.10547
;151.5880;9.09063;11.24276;0.06961;473.21408
;151.6880;9.09667;11.24140;0.06971;473.15677
;151.7880;9.10259;11.24276;0.06981;473.21411
;151.8860;9.10857;11.24526;0.06991;473.31955
;151.9860;9.11443;11.24583;0.07000;473.34320
;152.0620;9.11915;11.24833;0.07008;473.44867
;152.1620;9.12513;11.24803;0.07018;473.43591
;152.2380;9.12974;11.25060;0.07026;473.54428
;152.3380;9.13559;11.25128;0.07036;473.57285
;152.4300;9.14122;11.25379;0.07045;473.67844
;152.5300;9.14719;11.25248;0.07055;473.62326
;152.5860;9.15060;11.25506;0.07061;473.73181
;152.6860;9.15640;11.25406;0.07070;473.68979
;152.7480;9.16029;11.25658;0.07077;473.79565
;152.7900;9.16274;11.25908;0.07081;473.90088
;152.8900;9.16872;11.25834;0.07091;473.86990
;152.9460;9.17225;11.26092;0.07097;473.97845
;153.0460;9.17805;11.25866;0.07106;473.88321
;153.0980;9.18127;11.26123;0.07112;473.99170
;153.1980;9.18725;11.26331;0.07122;474.07907
;153.2980;9.19341;11.26571;0.07132;474.18027
;153.3980;9.19927;11.26369;0.07142;474.09506
;153.4660;9.20340;11.26630;0.07149;474.20477
;153.5660;9.20932;11.26720;0.07159;474.24271
;153.6340;9.21350;11.26983;0.07166;474.35349
;153.7340;9.21942;11.27015;0.07175;474.36688
;153.8340;9.22540;11.27135;0.07185;474.41748
;153.9340;9.23132;11.27212;0.07195;474.44986
;153.9760;9.23395;11.27471;0.07200;474.55881
;154.0760;9.23993;11.27396;0.07210;474.52744
;154.1460;9.24423;11.27657;0.07217;474.63715
;154.2460;9.25009;11.27601;0.07226;474.61346
;154.3140;9.25422;11.27867;0.07233;474.72543
;154.4140;9.26020;11.27917;0.07243;474.74649
;154.5060;9.26582;11.28174;0.07253;474.85474
;154.5820;9.27024;11.27922;0.07260;474.74875
;154.6600;9.27496;11.28182;0.07268;474.85812
;154.6940;9.27706;11.28438;0.07271;474.96582
;154.7940;9.28292;11.28346;0.07281;474.92722
;154.8540;9.28668;11.28597;0.07287;475.03278
;154.9540;9.29260;11.28499;0.07297;474.99176
;155.0320;9.29739;11.28750;0.07305;475.09705
;155.1320;9.30330;11.28836;0.07315;475.13330
;155.2080;9.30791;11.29094;0.07323;475.24203
;155.3080;9.31389;11.29033;0.07333;475.21625
;155.4080;9.31981;11.29259;0.07343;475.31134
;155.5080;9.32579;11.29285;0.07353;475.32248
;155.5540;9.32860;11.29544;0.07357;475.43137
;155.6540;9.33451;11.29412;0.07367;475.37598
;155.7200;9.33864;11.29670;0.07374;475.48438
;155.8200;9.34450;11.29692;0.07384;475.49384
;155.8900;9.34880;11.29951;0.07391;475.60263
;155.9900;9.35472;11.29912;0.07401;475.58636
;156.0900;9.36088;11.30130;0.07411;475.67831
;156.1900;9.36674;11.29956;0.07421;475.60477
;156.2300;9.36925;11.30215;0.07425;475.71378
;156.3300;9.37511;11.30234;0.07435;475.72183
;156.4120;9.38019;11.30486;0.07443;475.82800
;156.5120;9.38611;11.30346;0.07453;475.76907
;156.5740;9.38988;11.30606;0.07459;475.87854
;156.6360;9.39353;11.30857;0.07466;475.98395
;156.7360;9.39957;11.30835;0.07476;475.97479
;156.7680;9.40154;11.31086;0.07479;476.08057
;156.8680;9.40746;11.30864;0.07489;475.98691
;156.9280;9.41116;11.31119;0.07495;476.09427
;157.0280;9.41702;11.31067;0.07505;476.07254
;157.1280;9.42306;11.31307;0.07515;476.17358
;157.2280;9.42898;11.31332;0.07525;476.18402
;157.3280;9.43508;11.31530;0.07535;476.26755
;157.4280;9.44106;11.31598;0.07545;476.29605
;157.5280;9.44698;11.31782;0.07555;476.37363
;157.6280;9.45314;11.31948;0.07565;476.44342
;157.7280;9.45906;11.31943;0.07575;476.44104
;157.8140;9.46432;11.32196;0.07584;476.54779
;157.9140;9.47018;11.32111;0.07593;476.51175
;157.9720;9.47376;11.32369;0.07599;476.62033
;158.0720;9.47968;11.32261;0.07609;476.57492
;158.1640;9.48530;11.32517;0.07619;476.68262
;158.2640;9.49110;11.32520;0.07628;476.68408
;158.3180;9.49445;11.32784;0.07634;476.79510
;158.4180;9.50037;11.32841;0.07644;476.81903
;158.5000;9.50545;11.33092;0.07652;476.92471
;158.6000;9.51125;11.33007;0.07662;476.88885
;158.6800;9.51622;11.33269;0.07670;476.99951
;158.7800;9.52213;11.33248;0.07680;476.99048
;158.8560;9.52680;11.33498;0.07688;477.09586
;158.9560;9.53266;11.33424;0.07697;477.06467
;159.0260;9.53690;11.33681;0.07705;477.17285
;159.1260;9.54276;11.33664;0.07714;477.16574
;159.1980;9.54725;11.33921;0.07722;477.27356
;159.2980;9.55322;11.33885;0.07732;477.25851
;159.3860;9.55855;11.34141;0.07741;477.36646
;159.4860;9.56446;11.34094;0.07750;477.34647
;159.5580;9.56889;11.34351;0.07758;477.45496
;159.6580;9.57481;11.34342;0.07768;477.45096
;159.7420;9.58001;11.34593;0.07776;477.55661
;159.8420;9.58581;11.34502;0.07786;477.51816
;159.8880;9.58868;11.34762;0.07791;477.62793
;159.9880;9.59454;11.34653;0.07801;477.58176
;160.0700;9.59968;11.34908;0.07809;477.68912
;160.1700;9.60554;11.34912;0.07819;477.69073
;160.2420;9.60996;11.35163;0.07826;477.79636
;160.3420;9.61582;11.35231;0.07836;477.82529
;160.4260;9.62103;11.35483;0.07845;477.93118
;160.5260;9.62695;11.35357;0.07855;477.87799
;160.6220;9.63274;11.35614;0.07864;477.98648
;160.7220;9.63872;11.35631;0.07874;477.99371
;160.8220;9.64470;11.35853;0.07884;478.08685
;160.9220;9.65080;11.35838;0.07894;478.08051
;161.0220;9.65660;11.35879;0.07904;478.09775
;161.1000;9.66138;11.36130;0.07912;478.20358
;161.2000;9.66730;11.36127;0.07922;478.20209
;161.2780;9.67209;11.36387;0.07930;478.31186
;161.3780;9.67801;11.36356;0.07940;478.29852
;161.4620;9.68309;11.36607;0.07948;478.40424
;161.5620;9.68907;11.36588;0.07958;478.39648
;161.6280;9.69313;11.36842;0.07965;478.50342
;161.7280;9.69905;11.36859;0.07975;478.51025
;161.8280;9.70503;11.36919;0.07985;478.53574
;161.8900;9.70868;11.37171;0.07991;478.64178
;161.9900;9.71484;11.37254;0.08001;478.67673
;162.0900;9.72075;11.37234;0.08011;478.66833
;162.1900;9.72679;11.37456;0.08021;478.76166
;162.2900;9.73271;11.37522;0.08031;478.78961
;162.3640;9.73726;11.37778;0.08038;478.89700
;162.4640;9.74330;11.37796;0.08048;478.90457
;162.5640;9.74921;11.37755;0.08058;478.88742
;162.6640;9.75525;11.37973;0.08068;478.97922
;162.7640;9.76111;11.38014;0.08078;478.99673
;162.8500;9.76643;11.38274;0.08087;479.10605
;162.9500;9.77229;11.38193;0.08097;479.07199
;163.0340;9.77744;11.38456;0.08105;479.18246
;163.1340;9.78335;11.38451;0.08115;479.18045
;163.2080;9.78796;11.38721;0.08123;479.29395
;163.3080;9.79388;11.38686;0.08133;479.27951
;163.4080;9.79986;11.38888;0.08143;479.36444
;163.5080;9.80583;11.38899;0.08153;479.36920
;163.5720;9.80978;11.39152;0.08159;479.47546
;163.6720;9.81570;11.38992;0.08169;479.40826
;163.7320;9.81941;11.39258;0.08175;479.52023
;163.8320;9.82521;11.39089;0.08185;479.44904
;163.8860;9.82862;11.39354;0.08191;479.56052
;163.9860;9.83447;11.39317;0.08200;479.54480
;164.0540;9.83872;11.39572;0.08208;479.65222
;164.1540;9.84458;11.39511;0.08217;479.62656
;164.2400;9.84978;11.39772;0.08226;479.73636
;164.2720;9.85175;11.40033;0.08229;479.84644
;164.3420;9.85582;11.39779;0.08236;479.73947
;164.4320;9.86138;11.40034;0.08245;479.84668
;164.5320;9.86724;11.39847;0.08255;479.76807
;164.5820;9.87029;11.40103;0.08260;479.87585
;164.6820;9.87621;11.40298;0.08270;479.95807
;164.7820;9.88237;11.40535;0.08280;480.05774
;164.8820;9.88828;11.40457;0.08290;480.02469
;164.9740;9.89385;11.40712;0.08299;480.13235
;165.0740;9.89982;11.40720;0.08309;480.13547
;165.1140;9.90228;11.40972;0.08313;480.24152
;165.2140;9.90825;11.40775;0.08323;480.15869
;165.2920;9.91304;11.41034;0.08331;480.26773
;165.3920;9.91884;11.40897;0.08341;480.21011
;165.4760;9.92398;11.41147;0.08350;480.31534
;165.5760;9.92990;11.41156;0.08359;480.31885
;165.6220;9.93277;11.41407;0.08364;480.42484
;165.7220;9.93863;11.41433;0.08374;480.43582
;165.8220;9.94473;11.41637;0.08384;480.52155
;165.9220;9.95065;11.41586;0.08394;480.49982
;165.9980;9.95531;11.41843;0.08402;480.60822
;166.0980;9.96123;11.41716;0.08412;480.55469
;166.1560;9.96476;11.41967;0.08418;480.66049
;166.2560;9.97061;11.41902;0.08427;480.63321
;166.3240;9.97480;11.42155;0.08434;480.73956
;166.4240;9.98072;11.42192;0.08444;480.75507
;166.5240;9.98682;11.42430;0.08454;480.85529
;166.6240;9.99268;11.42366;0.08464;480.82816
;166.6980;9.99722;11.42618;0.08472;480.93454
;166.7980;10.00320;11.42457;0.08482;480.86646
;166.8540;10.00673;11.42711;0.08488;480.97363
;166.9540;10.01265;11.42613;0.08497;480.93222
;167.0140;10.01629;11.42867;0.08503;481.03906
;167.1140;10.02209;11.42795;0.08513;481.00870
;167.1900;10.02682;11.43046;0.08521;481.11465
;167.2900;10.03274;11.42958;0.08531;481.07770
;167.3680;10.03752;11.43211;0.08539;481.18411
;167.4680;10.04332;11.43159;0.08549;481.16196
;167.5400;10.04780;11.43423;0.08556;481.27319
;167.5720;10.04978;11.43683;0.08559;481.38284
;167.6320;10.05324;11.43421;0.08565;481.27234
;167.7320;10.05940;11.43680;0.08575;481.38141
;167.8320;10.06526;11.43494;0.08585;481.30298
;167.8940;10.06909;11.43751;0.08591;481.41110
;167.9940;10.07501;11.43829;0.08601;481.44418
;168.0940;10.08117;11.43981;0.08612;481.50818
;168.1940;10.08696;11.43895;0.08621;481.47192
;168.2420;10.08989;11.44147;0.08626;481.57785
;168.3420;10.09587;11.44090;0.08636;481.55411
;168.4180;10.10054;11.44348;0.08644;481.66248
;168.5180;10.10640;11.44341;0.08654;481.65945
;168.6140;10.11220;11.44593;0.08663;481.76581
;168.7140;10.11812;11.44485;0.08673;481.72037
;168.7620;10.12111;11.44744;0.08678;481.82932
;168.8620;10.12708;11.44780;0.08688;481.84421
;168.9620;10.13312;11.44938;0.08698;481.91077
;169.0620;10.13898;11.44958;0.08708;481.91949
;169.1620;10.14502;11.45177;0.08718;482.01141
;169.2620;10.15112;11.45220;0.08728;482.02966
;169.3620;10.15704;11.45255;0.08738;482.04425
;169.4540;10.16260;11.45511;0.08747;482.15195
;169.5540;10.16852;11.45492;0.08757;482.14420
;169.6540;10.17468;11.45676;0.08767;482.22147
;169.7540;10.18053;11.45660;0.08777;482.21497
