Results Table 1;;;;;
;;;;;
;;;;;
;Aço 1016;;;;
;Time;Displacement;Force;Tensile strain (Strain 2);Tensile stress
;(s);(mm);(kN);(mm/mm);(MPa)
;94.4400;5.66177;10.04742;0.03176;422.90176
;94.4700;5.66362;10.05008;0.03178;423.01376
;94.5700;5.66948;10.05172;0.03182;423.08261
;94.6380;5.67372;10.05438;0.03185;423.19446
;94.6580;5.67492;10.05692;0.03186;423.30148
;94.7580;5.68084;10.05639;0.03190;423.27927
;94.8240;5.68490;10.05912;0.03193;423.39392
;94.8520;5.68652;10.06167;0.03195;423.50146
;94.9520;5.69250;10.06246;0.03199;423.53467
;94.9920;5.69495;10.06503;0.03202;423.64261
;95.0920;5.70087;10.06677;0.03206;423.71603
;95.1600;5.70505;10.06927;0.03209;423.82126
;95.2600;5.71091;10.07166;0.03214;423.92191
;95.3020;5.71348;10.07421;0.03216;424.02914
;95.3580;5.71689;10.07679;0.03218;424.13763
;95.4580;5.72281;10.07828;0.03223;424.20053
;95.5120;5.72616;10.08081;0.03225;424.30713
;95.6120;5.73202;10.08222;0.03230;424.36649
;95.6560;5.73471;10.08481;0.03232;424.47519
;95.7080;5.73794;10.08735;0.03234;424.58237
;95.8080;5.74380;10.08836;0.03239;424.62479
;95.8680;5.74750;10.09095;0.03242;424.73367
;95.9680;5.75342;10.09278;0.03246;424.81091
;96.0360;5.75755;10.09539;0.03250;424.92050
;96.0740;5.75982;10.09789;0.03251;425.02609
;96.1740;5.76574;10.09900;0.03256;425.07245
;96.2060;5.76777;10.10167;0.03257;425.18521
;96.3060;5.77369;10.10105;0.03262;425.15881
;96.3580;5.77686;10.10367;0.03264;425.26938
;96.3880;5.77871;10.10633;0.03265;425.38135
;96.4880;5.78457;10.10704;0.03270;425.41092
;96.5300;5.78714;10.10957;0.03272;425.51743
;96.5540;5.78864;10.11230;0.03273;425.63251
;96.6540;5.79456;10.11412;0.03278;425.70923
;96.7380;5.79976;10.11663;0.03282;425.81476
;96.8380;5.80562;10.11825;0.03286;425.88303
;96.9000;5.80939;10.12077;0.03289;425.98898
;96.9220;5.81070;10.12337;0.03291;426.09833
;97.0220;5.81662;10.12402;0.03295;426.12564
;97.0760;5.81997;10.12660;0.03297;426.23450
;97.1760;5.82589;10.12902;0.03302;426.33636
;97.2620;5.83109;10.13153;0.03306;426.44177
;97.3520;5.83635;10.13403;0.03310;426.54724
;97.4100;5.83994;10.13657;0.03313;426.65402
;97.4400;5.84185;10.13915;0.03315;426.76236
;97.5400;5.84777;10.13844;0.03319;426.73254
;97.5760;5.84992;10.14094;0.03321;426.83783
;97.6040;5.85172;10.14347;0.03323;426.94446
;97.7040;5.85752;10.14362;0.03327;426.95081
;97.7480;5.86021;10.14616;0.03329;427.05765
;97.7820;5.86236;10.14878;0.03331;427.16794
;97.8820;5.86822;10.14786;0.03335;427.12915
;97.9380;5.87169;10.15057;0.03338;427.24332
;97.9720;5.87372;10.15315;0.03340;427.35202
;98.0720;5.87958;10.15390;0.03344;427.38330
;98.1060;5.88173;10.15644;0.03345;427.49033
;98.1280;5.88311;10.15899;0.03346;427.59772
;98.2280;5.88897;10.15944;0.03351;427.61642
;98.2960;5.89321;10.16196;0.03354;427.72281
;98.3280;5.89518;10.16449;0.03356;427.82895
;98.4280;5.90110;10.16587;0.03360;427.88702
;98.4840;5.90451;10.16850;0.03363;427.99786
;98.5840;5.91043;10.16883;0.03367;428.01166
;98.6320;5.91336;10.17136;0.03370;428.11813
;98.6580;5.91497;10.17401;0.03371;428.22992
;98.7580;5.92083;10.17295;0.03376;428.18506
;98.8000;5.92340;10.17547;0.03377;428.29117
;98.8540;5.92663;10.17804;0.03380;428.39926
;98.9540;5.93255;10.17982;0.03385;428.47452
;98.9980;5.93530;10.18242;0.03387;428.58377
;99.0980;5.94122;10.18420;0.03391;428.65884
;99.1660;5.94541;10.18693;0.03395;428.77383
;99.2660;5.95127;10.18877;0.03399;428.85117
;99.3280;5.95503;10.19140;0.03402;428.96173
;99.3620;5.95713;10.19398;0.03404;429.07043
;99.4620;5.96310;10.19522;0.03409;429.12265
;99.5140;5.96633;10.19773;0.03411;429.22815
;99.6140;5.97219;10.19734;0.03416;429.21201
;99.6760;5.97596;10.19991;0.03419;429.31995
;99.7360;5.97955;10.20241;0.03421;429.42538
;99.8360;5.98553;10.20404;0.03426;429.49368
;99.8620;5.98714;10.20658;0.03427;429.60065
;99.9620;5.99312;10.20781;0.03432;429.65253
;100.0320;5.99730;10.21039;0.03435;429.76108
;100.0660;5.99940;10.21291;0.03437;429.86697
;100.1660;6.00532;10.21342;0.03442;429.88867
;100.2140;6.00831;10.21608;0.03444;430.00046
;100.2500;6.01046;10.21865;0.03446;430.10876
;100.3500;6.01638;10.21879;0.03450;430.11475
;100.4120;6.02014;10.22130;0.03453;430.22015
;100.5120;6.02600;10.22295;0.03457;430.28979
;100.5480;6.02822;10.22558;0.03459;430.40060
;100.5920;6.03091;10.22810;0.03461;430.50641
;100.6920;6.03683;10.22789;0.03466;430.49759
;100.7400;6.03981;10.23057;0.03468;430.61050
;100.7700;6.04161;10.23313;0.03470;430.71832
;100.8700;6.04747;10.23304;0.03474;430.71454
;100.9120;6.05010;10.23556;0.03476;430.82053
;100.9320;6.05129;10.23824;0.03477;430.93323
;101.0320;6.05721;10.23744;0.03482;430.89963
;101.0740;6.05984;10.24001;0.03483;431.00781
;101.1240;6.06283;10.24254;0.03486;431.11444
;101.2240;6.06875;10.24287;0.03490;431.12802
;101.2540;6.07067;10.24546;0.03492;431.23734
;101.2740;6.07186;10.24805;0.03493;431.34637
;101.3740;6.07778;10.24687;0.03497;431.29672
;101.4140;6.08023;10.24943;0.03499;431.40433
;101.4400;6.08185;10.25197;0.03501;431.51138
;101.5400;6.08771;10.25119;0.03505;431.47821
;101.5920;6.09093;10.25377;0.03508;431.58698
;101.6240;6.09285;10.25644;0.03510;431.69949
;101.7240;6.09871;10.25727;0.03514;431.73431
;101.7820;6.10235;10.25985;0.03517;431.84308
;101.8760;6.10786;10.26237;0.03521;431.94888
;101.9560;6.11282;10.26500;0.03525;432.05978
;102.0560;6.11868;10.26549;0.03530;432.08026
;102.0980;6.12125;10.26805;0.03532;432.18811
;102.1280;6.12310;10.27057;0.03534;432.29425
;102.2280;6.12902;10.27139;0.03538;432.32855
;102.2900;6.13291;10.27398;0.03541;432.43781
;102.3900;6.13877;10.27315;0.03546;432.40274
;102.4380;6.14164;10.27580;0.03548;432.51434
;102.4660;6.14337;10.27832;0.03550;432.62027
;102.5020;6.14552;10.28093;0.03552;432.73035
;102.6020;6.15150;10.28036;0.03556;432.70624
;102.6460;6.15419;10.28291;0.03558;432.81351
;102.6700;6.15563;10.28553;0.03559;432.92392
;102.7700;6.16155;10.28539;0.03564;432.91791
;102.8280;6.16513;10.28802;0.03567;433.02841
;102.8660;6.16735;10.29056;0.03568;433.13553
;102.9660;6.17332;10.28998;0.03573;433.11102
;103.0020;6.17560;10.29249;0.03574;433.21686
;103.0420;6.17799;10.29500;0.03576;433.32230
;103.1420;6.18397;10.29526;0.03581;433.33319
;103.1820;6.18636;10.29779;0.03583;433.43988
;103.2820;6.19222;10.29898;0.03588;433.48975
;103.3440;6.19598;10.30148;0.03591;433.59503
;103.4440;6.20190;10.30338;0.03595;433.67526
;103.4960;6.20513;10.30594;0.03598;433.78278
;103.5960;6.21105;10.30813;0.03603;433.87503
;103.6680;6.21536;10.31067;0.03606;433.98215
;103.7020;6.21751;10.31329;0.03608;434.09222
;103.8020;6.22349;10.31352;0.03612;434.10184
;103.8420;6.22588;10.31607;0.03614;434.20932
;103.8920;6.22899;10.31876;0.03617;434.32248
;103.9920;6.23491;10.31715;0.03621;434.25473
;104.0280;6.23706;10.31977;0.03623;434.36490
;104.0600;6.23903;10.32235;0.03625;434.47345
;104.1600;6.24495;10.32265;0.03630;434.48636
;104.2200;6.24860;10.32522;0.03633;434.59442
;104.2480;6.25027;10.32782;0.03634;434.70392
;104.3480;6.25625;10.32643;0.03638;434.64529
;104.3900;6.25882;10.32902;0.03640;434.75427
;104.4220;6.26068;10.33153;0.03642;434.85986
;104.5220;6.26666;10.33232;0.03647;434.89322
;104.5680;6.26947;10.33484;0.03649;434.99942
;104.6680;6.27544;10.33628;0.03654;435.05997
;104.7380;6.27975;10.33892;0.03657;435.17108
;104.7680;6.28154;10.34154;0.03659;435.28128
;104.8680;6.28740;10.34211;0.03663;435.30539
;104.9060;6.28979;10.34467;0.03665;435.41299
;105.0060;6.29571;10.34493;0.03670;435.42386
;105.0680;6.29948;10.34743;0.03673;435.52927
;105.1000;6.30145;10.34997;0.03674;435.63593
;105.2000;6.30731;10.34863;0.03679;435.57977
;105.2460;6.31012;10.35125;0.03680;435.68985
;105.2680;6.31150;10.35395;0.03682;435.80350
;105.3680;6.31742;10.35466;0.03687;435.83347
;105.4400;6.32184;10.35732;0.03690;435.94547
;105.5400;6.32770;10.35830;0.03695;435.98682
;105.5960;6.33117;10.36093;0.03698;436.09726
;105.6300;6.33320;10.36345;0.03700;436.20364
;105.7300;6.33912;10.36349;0.03704;436.20517
;105.7660;6.34139;10.36617;0.03706;436.31790
;105.8000;6.34349;10.36870;0.03708;436.42453
;105.9000;6.34940;10.36746;0.03712;436.37216
;105.9400;6.35192;10.37001;0.03714;436.47958
;105.9760;6.35407;10.37258;0.03716;436.58771
;106.0760;6.35987;10.37170;0.03721;436.55078
;106.1240;6.36286;10.37432;0.03723;436.66116
;106.1580;6.36489;10.37693;0.03725;436.77087
;106.2580;6.37081;10.37628;0.03729;436.74347
;106.3000;6.37344;10.37883;0.03731;436.85074
;106.3420;6.37589;10.38137;0.03733;436.95767
;106.4420;6.38181;10.38231;0.03738;436.99719
;106.4720;6.38366;10.38481;0.03740;437.10266
;106.5720;6.38964;10.38615;0.03744;437.15887
;106.6280;6.39305;10.38868;0.03747;437.26535
;106.7280;6.39903;10.39008;0.03752;437.32422
;106.7980;6.40328;10.39270;0.03755;437.43448
;106.8980;6.40919;10.39401;0.03760;437.48962
;106.9700;6.41356;10.39663;0.03763;437.60016
;107.0700;6.41954;10.39872;0.03768;437.68820
;107.1700;6.42564;10.40122;0.03773;437.79309
;107.2020;6.42749;10.40376;0.03775;437.89996
;107.3020;6.43341;10.40286;0.03780;437.86237
;107.3380;6.43568;10.40542;0.03781;437.96994
;107.3740;6.43783;10.40801;0.03783;438.07895
;107.4740;6.44381;10.40727;0.03788;438.04773
;107.5140;6.44632;10.40987;0.03790;438.15741
;107.5800;6.45021;10.41241;0.03793;438.26410
;107.6800;6.45619;10.41470;0.03797;438.36075
;107.7800;6.46211;10.41689;0.03802;438.45279
;107.8800;6.46821;10.41899;0.03808;438.54102
;107.9800;6.47407;10.41976;0.03812;438.57379
;108.0160;6.47628;10.42228;0.03814;438.67984
;108.0560;6.47873;10.42493;0.03816;438.79102
;108.1560;6.48465;10.42581;0.03820;438.82840
;108.2180;6.48848;10.42837;0.03823;438.93588
;108.2600;6.49099;10.43091;0.03826;439.04279
;108.3600;6.49696;10.43170;0.03830;439.07617
;108.4080;6.49990;10.43436;0.03833;439.18802
;108.5080;6.50581;10.43458;0.03837;439.19727
;108.5660;6.50940;10.43719;0.03840;439.30710
;108.6660;6.51532;10.43860;0.03845;439.36670
;108.7400;6.51986;10.44121;0.03848;439.47635
;108.8400;6.52566;10.44203;0.03853;439.51089
;108.8900;6.52877;10.44469;0.03856;439.62296
;108.9200;6.53063;10.44735;0.03857;439.73480
;109.0200;6.53655;10.44721;0.03862;439.72910
;109.0760;6.54001;10.44981;0.03865;439.83832
;109.1760;6.54587;10.45032;0.03869;439.86002
;109.2220;6.54862;10.45294;0.03871;439.97012
;109.2560;6.55078;10.45559;0.03873;440.08182
;109.3040;6.55365;10.45812;0.03875;440.18823
;109.4040;6.55962;10.45824;0.03880;440.19324
;109.4360;6.56166;10.46077;0.03882;440.29987
;109.5360;6.56752;10.46041;0.03887;440.28442
;109.6020;6.57152;10.46303;0.03890;440.39499
;109.6280;6.57314;10.46557;0.03892;440.50177
;109.7280;6.57900;10.46493;0.03896;440.47488
;109.7780;6.58211;10.46750;0.03899;440.58292
;109.8780;6.58802;10.46890;0.03903;440.64172
;109.9540;6.59269;10.47148;0.03907;440.75034
;110.0140;6.59622;10.47398;0.03910;440.85593
;110.1140;6.60225;10.47601;0.03916;440.94122
;110.2140;6.60823;10.47852;0.03920;441.04691
;110.3120;6.61427;10.48112;0.03925;441.15619
;110.4120;6.62007;10.48070;0.03929;441.13873
;110.4560;6.62276;10.48320;0.03932;441.24399
;110.5060;6.62575;10.48576;0.03934;441.35156
;110.6060;6.63173;10.48647;0.03939;441.38153
;110.6700;6.63568;10.48901;0.03942;441.48853
;110.7700;6.64148;10.48867;0.03946;441.47421
;110.8020;6.64345;10.49126;0.03948;441.58322
;110.8440;6.64602;10.49377;0.03951;441.68863
;110.9440;6.65194;10.49438;0.03955;441.71423
;110.9860;6.65451;10.49690;0.03957;441.82040
;111.0220;6.65672;10.49943;0.03959;441.92685
;111.1220;6.66270;10.49825;0.03964;441.87708
;111.1780;6.66605;10.50078;0.03966;441.98392
;111.2780;6.67191;10.50279;0.03971;442.06842
;111.3460;6.67615;10.50545;0.03975;442.18045
;111.4460;6.68207;10.50675;0.03980;442.23489
;111.5280;6.68710;10.50931;0.03984;442.34274
;111.6280;6.69290;10.51034;0.03988;442.38614
;111.6900;6.69678;10.51288;0.03991;442.49323
;111.7200;6.69858;10.51541;0.03993;442.59961
;111.8200;6.70449;10.51605;0.03998;442.62665
;111.8800;6.70826;10.51863;0.04001;442.73499
;111.9800;6.71406;10.51876;0.04006;442.74066
;112.0320;6.71729;10.52131;0.04008;442.84796
;112.0600;6.71902;10.52398;0.04009;442.96033
;112.1600;6.72494;10.52430;0.04015;442.97369
;112.2140;6.72829;10.52684;0.04017;443.08078
;112.3140;6.73415;10.52619;0.04022;443.05322
;112.3740;6.73780;10.52877;0.04025;443.16177
;112.4140;6.74019;10.53134;0.04027;443.27026
;112.5140;6.74611;10.53126;0.04032;443.26669
;112.5540;6.74862;10.53388;0.04034;443.37708
;112.5860;6.75059;10.53643;0.04035;443.48450
;112.6860;6.75651;10.53687;0.04040;443.50296
;112.7620;6.76112;10.53940;0.04044;443.60916
;112.8620;6.76709;10.54018;0.04050;443.64209
;112.9080;6.76996;10.54282;0.04052;443.75320
;113.0080;6.77588;10.54463;0.04056;443.82932
;113.0820;6.78043;10.54721;0.04060;443.93817
;113.1820;6.78629;10.54687;0.04064;443.92380
;113.2340;6.78946;10.54940;0.04067;444.03006
;113.2640;6.79131;10.55201;0.04069;444.14020
;113.3640;6.79717;10.55199;0.04074;444.13940
;113.4160;6.80040;10.55465;0.04076;444.25128
;113.5160;6.80632;10.55526;0.04081;444.27695
;113.6000;6.81140;10.55786;0.04085;444.38632
;113.6280;6.81307;10.56053;0.04086;444.49857
;113.7280;6.81899;10.55992;0.04091;444.47281
;113.7760;6.82192;10.56255;0.04094;444.58389
;113.7980;6.82330;10.56515;0.04095;444.69324
;113.8980;6.82922;10.56488;0.04100;444.68185
;113.9720;6.83370;10.56741;0.04103;444.78812
;114.0720;6.83962;10.56935;0.04108;444.86978
;114.1440;6.84404;10.57193;0.04112;444.97870
;114.2440;6.85002;10.57335;0.04117;445.03824
;114.3240;6.85486;10.57591;0.04121;445.14609
;114.4240;6.86078;10.57759;0.04125;445.21692
;114.4840;6.86443;10.58013;0.04128;445.32373
;114.5840;6.87035;10.58073;0.04133;445.34900
;114.6360;6.87358;10.58326;0.04136;445.45544
;114.7360;6.87950;10.58407;0.04141;445.48938
;114.8180;6.88446;10.58674;0.04145;445.60181
;114.8540;6.88661;10.58928;0.04146;445.70880
;114.9540;6.89259;10.58924;0.04151;445.70712
;115.0020;6.89558;10.59181;0.04154;445.81531
;115.1020;6.90144;10.59140;0.04158;445.79813
;115.1640;6.90515;10.59392;0.04161;445.90424
;115.2180;6.90844;10.59647;0.04164;446.01132
;115.3180;6.91436;10.59791;0.04169;446.07187
;115.3520;6.91651;10.60043;0.04171;446.17828
;115.4020;6.91950;10.60294;0.04173;446.28384
;115.5020;6.92548;10.60229;0.04178;446.25635
;115.5560;6.92877;10.60481;0.04181;446.36243
;115.6560;6.93468;10.60545;0.04186;446.38940
;115.7000;6.93743;10.60808;0.04188;446.50000
;115.8000;6.94341;10.60824;0.04192;446.50696
;115.8720;6.94790;10.61086;0.04196;446.61719
;115.9720;6.95364;10.61118;0.04200;446.63071
;116.0360;6.95764;10.61371;0.04204;446.73721
;116.0620;6.95914;10.61625;0.04205;446.84396
;116.1620;6.96506;10.61559;0.04210;446.81622
;116.2100;6.96805;10.61812;0.04213;446.92276
;116.3100;6.97391;10.61832;0.04218;446.93115
;116.3800;6.97821;10.62088;0.04221;447.03879
;116.4240;6.98084;10.62340;0.04224;447.14471
;116.5240;6.98676;10.62421;0.04228;447.17892
;116.5580;6.98891;10.62671;0.04231;447.28424
;116.6580;6.99489;10.62745;0.04235;447.31555
;116.7520;7.00063;10.63003;0.04240;447.42404
;116.8520;7.00643;10.63071;0.04244;447.45242
;116.9040;7.00960;10.63324;0.04247;447.55908
;117.0040;7.01552;10.63379;0.04252;447.58215
;117.0700;7.01959;10.63636;0.04255;447.69043
;117.1120;7.02210;10.63894;0.04257;447.79883
;117.2120;7.02802;10.63928;0.04262;447.81329
;117.2700;7.03160;10.64184;0.04265;447.92090
;117.3700;7.03752;10.64304;0.04270;447.97141
;117.4540;7.04272;10.64560;0.04275;448.07913
;117.5540;7.04858;10.64680;0.04279;448.13000
;117.6220;7.05277;10.64931;0.04283;448.23560
;117.7200;7.05863;10.65184;0.04287;448.34198
;117.8200;7.06467;10.65333;0.04292;448.40448
;117.9200;7.07059;10.65348;0.04297;448.41110
;117.9600;7.07298;10.65610;0.04300;448.52127
;118.0600;7.07890;10.65811;0.04304;448.60587
;118.1280;7.08308;10.66073;0.04307;448.71613
;118.2280;7.08900;10.66092;0.04312;448.72430
;118.2780;7.09211;10.66351;0.04315;448.83337
;118.3780;7.09803;10.66596;0.04320;448.93622
;118.4780;7.10407;10.66852;0.04325;449.04407
;118.5280;7.10706;10.67103;0.04328;449.14969
;118.6280;7.11310;10.67190;0.04332;449.18649
;118.7280;7.11902;10.67266;0.04337;449.21826
;118.8220;7.12464;10.67517;0.04342;449.32394
;118.9220;7.13061;10.67673;0.04346;449.38956
;118.9960;7.13516;10.67926;0.04350;449.49628
;119.0960;7.14108;10.68112;0.04355;449.57443
;119.1780;7.14610;10.68374;0.04359;449.68466
;119.2100;7.14801;10.68627;0.04361;449.79105
;119.3100;7.15399;10.68550;0.04366;449.75867
;119.3620;7.15716;10.68809;0.04369;449.86768
;119.4620;7.16308;10.68824;0.04374;449.87424
;119.5340;7.16750;10.69076;0.04377;449.98007
;119.5700;7.16960;10.69329;0.04379;450.08646
;119.6700;7.17558;10.69208;0.04384;450.03586
;119.7100;7.17803;10.69461;0.04386;450.14224
;119.8100;7.18395;10.69474;0.04391;450.14761
;119.8680;7.18753;10.69739;0.04394;450.25922
;119.8980;7.18933;10.69991;0.04395;450.36520
;119.9980;7.19519;10.69951;0.04400;450.34863
;120.0400;7.19782;10.70213;0.04402;450.45859
;120.0820;7.20033;10.70463;0.04404;450.56396
;120.1820;7.20625;10.70455;0.04409;450.56055
;120.2220;7.20882;10.70716;0.04411;450.67047
;120.3220;7.21462;10.70578;0.04416;450.61215
;120.3820;7.21839;10.70829;0.04419;450.71783
;120.4080;7.21994;10.71088;0.04420;450.82690
;120.5080;7.22586;10.70957;0.04425;450.77167
;120.5640;7.22933;10.71217;0.04428;450.88116
;120.5920;7.23106;10.71476;0.04429;450.99026
;120.6920;7.23692;10.71333;0.04434;450.93005
;120.7600;7.24104;10.71606;0.04437;451.04504
;120.8600;7.24690;10.71705;0.04442;451.08673
;120.9100;7.25001;10.71964;0.04445;451.19583
;120.9480;7.25229;10.72221;0.04447;451.30377
;121.0480;7.25827;10.72177;0.04452;451.28522
;121.1120;7.26215;10.72427;0.04455;451.39056
;121.2120;7.26807;10.72563;0.04460;451.44766
;121.2680;7.27154;10.72817;0.04463;451.55496
;121.3680;7.27746;10.72910;0.04468;451.59384
;121.4320;7.28134;10.73169;0.04471;451.70309
;121.5320;7.28720;10.73053;0.04476;451.65414
;121.5840;7.29037;10.73317;0.04479;451.76529
;121.6420;7.29390;10.73576;0.04482;451.87442
;121.7420;7.29982;10.73599;0.04486;451.88397
;121.7860;7.30257;10.73858;0.04488;451.99295
;121.8860;7.30849;10.73897;0.04493;452.00952
;121.9740;7.31381;10.74159;0.04497;452.11981
;122.0100;7.31590;10.74410;0.04500;452.22516
;122.1100;7.32194;10.74364;0.04504;452.20584
;122.1460;7.32421;10.74615;0.04506;452.31152
;122.2460;7.33019;10.74710;0.04511;452.35150
;122.3460;7.33611;10.74938;0.04517;452.44757
;122.4460;7.34203;10.75174;0.04521;452.54675
;122.5460;7.34807;10.75361;0.04526;452.62534
;122.6460;7.35417;10.75557;0.04531;452.70795
;122.6680;7.35548;10.75826;0.04533;452.82135
;122.7680;7.36134;10.75714;0.04537;452.77426
;122.8200;7.36457;10.75978;0.04540;452.88531
;122.8480;7.36630;10.76230;0.04542;452.99146
;122.9480;7.37222;10.76162;0.04547;452.96265
;123.0060;7.37581;10.76426;0.04550;453.07379
;123.1060;7.38167;10.76375;0.04554;453.05228
;123.1680;7.38550;10.76642;0.04557;453.16449
;123.1860;7.38657;10.76900;0.04559;453.27332
;123.2860;7.39249;10.76720;0.04563;453.19748
;123.3400;7.39584;10.76987;0.04566;453.30988
;123.3700;7.39769;10.77248;0.04567;453.41983
;123.4660;7.40325;10.76992;0.04572;453.31223
;123.5160;7.40636;10.77249;0.04574;453.42014
;123.5520;7.40852;10.77503;0.04576;453.52692
;123.6520;7.41444;10.77542;0.04581;453.54367
;123.7120;7.41820;10.77800;0.04584;453.65201
;123.8120;7.42412;10.77843;0.04589;453.67029
;123.8780;7.42813;10.78099;0.04593;453.77811
;123.9780;7.43399;10.78120;0.04598;453.78693
;124.0220;7.43668;10.78377;0.04600;453.89484
;124.1220;7.44272;10.78513;0.04605;453.95227
;124.2220;7.44881;10.78766;0.04610;454.05887
;124.3220;7.45461;10.78701;0.04615;454.03146
;124.3780;7.45802;10.78964;0.04618;454.14197
;124.4060;7.45976;10.79218;0.04619;454.24911
;124.5060;7.46567;10.79202;0.04624;454.24213
;124.5700;7.46962;10.79457;0.04627;454.34958
;124.6700;7.47554;10.79410;0.04633;454.32977
;124.7280;7.47907;10.79662;0.04635;454.43607
;124.7580;7.48086;10.79913;0.04637;454.54156
;124.8580;7.48678;10.79933;0.04641;454.54977
;124.9200;7.49067;10.80193;0.04645;454.65945
;125.0200;7.49659;10.80196;0.04649;454.66068
;125.1060;7.50179;10.80454;0.04654;454.76913
;125.2060;7.50771;10.80523;0.04659;454.79834
;125.2640;7.51123;10.80784;0.04662;454.90808
;125.3640;7.51721;10.80957;0.04667;454.98105
;125.4600;7.52301;10.81226;0.04672;455.09409
;125.5600;7.52893;10.81232;0.04677;455.09671
;125.6080;7.53186;10.81486;0.04679;455.20340
;125.6460;7.53413;10.81737;0.04681;455.30902
;125.7460;7.54011;10.81668;0.04686;455.28030
;125.7840;7.54244;10.81928;0.04688;455.38974
;125.8840;7.54836;10.81906;0.04693;455.38025
;125.9560;7.55273;10.82165;0.04696;455.48947
;125.9980;7.55524;10.82418;0.04699;455.59589
;126.0980;7.56122;10.82389;0.04704;455.58365
;126.1440;7.56403;10.82645;0.04706;455.69147
;126.2440;7.56995;10.82551;0.04711;455.65173
;126.3160;7.57431;10.82809;0.04714;455.76035
;126.3640;7.57718;10.83063;0.04717;455.86755
;126.4640;7.58316;10.83170;0.04722;455.91238
;126.4940;7.58507;10.83422;0.04723;456.01834
;126.5940;7.59099;10.83391;0.04728;456.00519
;126.6660;7.59542;10.83654;0.04732;456.11630
;126.7660;7.60128;10.83596;0.04737;456.09161
;126.8260;7.60498;10.83860;0.04740;456.20267
;126.8520;7.60654;10.84114;0.04741;456.30975
;126.9520;7.61246;10.84051;0.04746;456.28326
;127.0200;7.61664;10.84303;0.04750;456.38907
;127.1200;7.62250;10.84214;0.04754;456.35165
;127.1660;7.62525;10.84469;0.04757;456.45917
;127.1980;7.62729;10.84721;0.04759;456.56534
;127.2980;7.63315;10.84750;0.04764;456.57748
;127.3560;7.63679;10.85001;0.04767;456.68304
;127.4560;7.64265;10.84907;0.04771;456.64346
;127.5060;7.64576;10.85172;0.04774;456.75497
;127.5300;7.64725;10.85425;0.04775;456.86136
;127.6300;7.65311;10.85377;0.04780;456.84149
;127.6960;7.65724;10.85634;0.04784;456.94955
;127.7960;7.66316;10.85489;0.04789;456.88861
;127.8660;7.66740;10.85743;0.04792;456.99557
;127.9120;7.67015;10.86005;0.04794;457.10577
;128.0120;7.67607;10.85972;0.04799;457.09180
;128.0540;7.67865;10.86224;0.04801;457.19775
;128.1540;7.68456;10.86249;0.04806;457.20837
;128.2140;7.68827;10.86506;0.04809;457.31635
;128.3140;7.69419;10.86585;0.04815;457.34985
;128.3840;7.69844;10.86837;0.04819;457.45596
;128.4260;7.70095;10.87097;0.04821;457.56528
;128.5260;7.70693;10.87043;0.04823;457.54236
;128.5920;7.71105;10.87296;0.04827;457.64917
;128.6920;7.71685;10.87389;0.04834;457.68814
;128.7560;7.72074;10.87642;0.04838;457.79446
;128.8560;7.72666;10.87675;0.04842;457.80872
;128.9200;7.73060;10.87927;0.04846;457.91476
;128.9680;7.73347;10.88186;0.04846;458.02353
;129.0680;7.73945;10.88075;0.04853;457.97675
;129.1140;7.74220;10.88334;0.04853;458.08575
;129.2140;7.74812;10.88383;0.04861;458.10645
;129.2860;7.75260;10.88640;0.04864;458.21478
;129.3860;7.75858;10.88758;0.04868;458.26428
;129.4860;7.76456;10.88976;0.04874;458.35623
;129.5860;7.77054;10.89116;0.04879;458.41504
;129.6320;7.77335;10.89376;0.04881;458.52444
;129.7320;7.77921;10.89267;0.04886;458.47885
;129.7860;7.78256;10.89528;0.04888;458.58850
;129.8860;7.78842;10.89584;0.04893;458.61203
;129.9480;7.79218;10.89839;0.04896;458.71933
;129.9720;7.79374;10.90101;0.04898;458.82956
;130.0720;7.79960;10.90036;0.04903;458.80237
;130.1440;7.80408;10.90291;0.04907;458.90970
;130.2440;7.81000;10.90292;0.04911;458.91006
;130.3240;7.81485;10.90548;0.04915;459.01791
;130.4240;7.82070;10.90633;0.04921;459.05359
;130.4860;7.82459;10.90895;0.04924;459.16388
;130.5860;7.83057;10.90957;0.04929;459.18994
;130.6800;7.83625;10.91211;0.04934;459.29703
;130.7800;7.84211;10.91255;0.04939;459.31552
;130.8380;7.84570;10.91505;0.04942;459.42078
;130.9380;7.85162;10.91550;0.04947;459.43958
;131.0120;7.85622;10.91820;0.04950;459.55325
;131.1120;7.86202;10.91727;0.04955;459.51398
;131.1700;7.86561;10.91991;0.04958;459.62500
;131.2000;7.86746;10.92253;0.04960;459.73566
;131.3000;7.87338;10.92155;0.04964;459.69412
;131.3420;7.87601;10.92420;0.04965;459.80582
;131.4420;7.88193;10.92455;0.04971;459.82037
;131.5420;7.88797;10.92636;0.04978;459.89658
;131.6420;7.89383;10.92689;0.04982;459.91916
;131.7040;7.89765;10.92952;0.04985;460.02975
;131.8040;7.90363;10.93001;0.04989;460.05038
;131.8740;7.90788;10.93259;0.04993;460.15872
;131.9740;7.91374;10.93371;0.04999;460.20596
;132.0460;7.91816;10.93628;0.05007;460.31406
;132.1460;7.92414;10.93785;0.05017;460.38043
;132.2460;7.93024;10.94006;0.05027;460.47327
;132.3460;7.93604;10.93960;0.05036;460.45389
;132.4100;7.94004;10.94210;0.05043;460.55930
